# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:dens[1]-dens[1]        7:dens[1]-dens[2]        8:dens[2]-dens[2]        9:dens[2]-dens[3]       10:dens[3]-dens[3]       11:T-dens[1]             12:T-dens[2]             13:T-dens[3]          
 2166       2.079041024852e-11       6.858214222100e-13       1.052089394063e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2167       2.067771716509e-11       6.899719126126e-13       1.245926505157e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2168       2.056546588423e-11       6.941282735582e-13       1.402548676331e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2169       2.045368150724e-11       6.982881506456e-13       1.522109536824e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2170       2.034238922341e-11       7.024491807798e-13       1.604763569236e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2171       2.023161431017e-11       7.066089921627e-13       1.650666110624e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2172       2.012138213317e-11       7.107652042827e-13       1.659973353593e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2173       2.001171814640e-11       7.149154279047e-13       1.632842347391e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2174       1.990264789225e-11       7.190572650602e-13       1.569430999003e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2175       1.979419700163e-11       7.231883090373e-13       1.469898074246e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2176       1.968639119410e-11       7.273061443706e-13       1.334403198857e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2177       1.957925627792e-11       7.314083468310e-13       1.163106859593e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2178       1.947281815017e-11       7.354924834164e-13       9.561704053220e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2179       1.936710279685e-11       7.395561123406e-13       7.137560481153e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2180       1.926213629298e-11       7.435967830244e-13       4.360268643431e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2181       1.915794480271e-11       7.476120360847e-13       1.231467957673e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2182       1.905455186066e-11       7.515995781387e-13      -2.246577151860e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2183       1.895197019584e-11       7.555578075158e-13      -6.069123698493e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2184       1.885020985312e-11       7.594852920528e-13      -1.023079123153e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2185       1.874928090695e-11       7.633805945945e-13      -1.472617702247e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2186       1.864919346144e-11       7.672422729884e-13      -1.954985603859e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2187       1.854995765037e-11       7.710688800786e-13      -2.469638091642e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2188       1.845158363723e-11       7.748589637010e-13      -3.016028193533e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2189       1.835408161524e-11       7.786110666768e-13      -3.593606699104e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2190       1.825746180738e-11       7.823237268077e-13      -4.201822156917e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2191       1.816173446647e-11       7.859954768695e-13      -4.840120871878e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2192       1.806690987510e-11       7.896248446072e-13      -5.507946902587e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2193       1.797299834576e-11       7.932103527291e-13      -6.204742058698e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2194       1.788001022083e-11       7.967505189009e-13      -6.929945898266e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2195       1.778795587259e-11       8.002438557406e-13      -7.682995725108e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2196       1.769684570330e-11       8.036888708128e-13      -8.463326586149e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2197       1.760669014518e-11       8.070840666225e-13      -9.270371268780e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2198       1.751749966048e-11       8.104279406103e-13      -1.010356029821e-13       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2199       1.742928474149e-11       8.137189851465e-13      -1.096232193483e-13       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2200       1.734205591059e-11       8.169556875251e-13      -1.184608217154e-13       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2201       1.725582372025e-11       8.201365299588e-13      -1.275426473113e-13       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2202       1.717059875308e-11       8.232599895730e-13      -1.368629106363e-13       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2203       1.708639162188e-11       8.263245384002e-13      -1.464158034364e-13       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
