# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       1.386138824223e+05       3.902192728028e-08       3.323519383082e+00       4.195924466349e+04       1.418649160787e+04       1.023446498670e-01       1.966458866210e+09       1.916519267205e+00       1.015824108212e+09       6.566862651634e+06       3.547172650724e+07       3.487799415444e-08       7.027155153597e+08       1.760578212731e+09       1.760578212731e+09       5.728465411906e+08      -6.936111839194e+08       2.341579091177e-04       8.064882923139e-02 
       1.376502831768e+05       3.956795371966e-08       3.346644303103e+00       4.138136017513e+04       1.418646848295e+04       1.030609243557e-01       1.952785590425e+09       1.929838084665e+00       9.878707550775e+08       6.430861299545e+06       3.473709826514e+07       3.487799415444e-08       6.833782553015e+08       1.712416969944e+09       1.712416969944e+09       5.570830034597e+08      -6.698913916841e+08       2.342898450691e-04       8.084730226351e-02 
       1.366933822446e+05       4.012160533674e-08       3.369929158365e+00       4.081145774971e+04       1.418644519809e+04       1.037822108352e-01       1.939207362599e+09       1.943248789694e+00       9.606866120834e+08       6.297676531651e+06       3.401768415337e+07       3.487799415444e-08       6.645731108879e+08       1.665575083656e+09       1.665575083656e+09       5.417532409904e+08      -6.469831208101e+08       2.344221811256e-04       8.104720049625e-02 
       1.357431330633e+05       4.068298829771e-08       3.393375041665e+00       4.024942696886e+04       1.418642175221e+04       1.045085443626e-01       1.925723522024e+09       1.956752006954e+00       9.342505125471e+08       6.167250017106e+06       3.331316909059e+07       3.487799415444e-08       6.462854396665e+08       1.620016371321e+09       1.620016371321e+09       5.268453174045e+08      -6.248585967797e+08       2.345549202203e-04       8.124853251114e-02 
       1.347994893946e+05       4.125221024034e-08       3.416983053083e+00       3.969515894279e+04       1.418639814420e+04       1.052399602398e-01       1.912333412584e+09       1.970348365227e+00       9.085418722351e+08       6.039524633072e+06       3.262324452070e+07       3.487799415444e-08       6.285010021049e+08       1.575705643494e+09       1.575705643494e+09       5.123476247800e+08      -6.034909959435e+08       2.346880653081e-04       8.145130693250e-02 
       1.338624053213e+05       4.182938029418e-08       3.440754300029e+00       3.914854628919e+04       1.418637437295e+04       1.059764940157e-01       1.899036382725e+09       1.984038497440e+00       8.835406733359e+08       5.914444439707e+06       3.194760827766e+07       3.487799415444e-08       6.112059505039e+08       1.532608676557e+09       1.532608676557e+09       4.982488746133e+08      -5.828544129600e+08       2.348216193652e-04       8.165553242759e-02 
       1.329318352454e+05       4.241460910115e-08       3.464689897288e+00       3.860948311229e+04       1.418635043735e+04       1.067181814874e-01       1.885831785421e+09       1.997823040688e+00       8.592274488737e+08       5.791954655665e+06       3.128596445321e+07       3.487799415444e-08       5.943868182153e+08       1.490692186198e+09       1.490692186198e+09       4.845380890297e+08      -5.629238293494e+08       2.349555853896e-04       8.186121770667e-02 
       1.320077338859e+05       4.300800883637e-08       3.488790967069e+00       3.807786498227e+04       1.418632633628e+04       1.074650587024e-01       1.872718978145e+09       2.011702636264e+00       8.355832675507e+08       5.672001634101e+06       3.063802326723e+07       3.487799415444e-08       5.780305091561e+08       1.449923801608e+09       1.449923801608e+09       4.712045922356e+08      -5.436750831252e+08       2.350899664012e-04       8.206837152304e-02 
       1.310900562768e+05       4.360969322918e-08       3.513058639051e+00       3.755358891503e+04       1.418630206861e+04       1.082171619600e-01       1.859697322835e+09       2.025677929681e+00       8.125897190069e+08       5.554532839181e+06       3.000350094088e+07       3.487799415444e-08       5.621242876122e+08       1.410272040399e+09       1.410272040399e+09       4.582380022064e+08      -5.250848394652e+08       2.352247654420e-04       8.227700267319e-02 
       1.301787577642e+05       4.421977758460e-08       3.537494050432e+00       3.703655335209e+04       1.418627763320e+04       1.089745278132e-01       1.846766185866e+09       2.039749570699e+00       7.902288994856e+08       5.439496823068e+06       2.938211957226e+07       3.487799415444e-08       5.466557683215e+08       1.371706284202e+09       1.371706284202e+09       4.456282226024e+08      -5.071305623875e+08       2.353599855760e-04       8.248711999679e-02 
       1.292737940051e+05       4.483837880501e-08       3.562098345968e+00       3.652665814090e+04       1.418625302890e+04       1.097371930706e-01       1.833924938016e+09       2.053918213352e+00       7.684833978928e+08       5.326843203393e+06       2.877360701472e+07       3.487799415444e-08       5.316129068310e+08       1.334196754942e+09       1.334196754942e+09       4.333654349080e+08      -4.897904873965e+08       2.354956298897e-04       8.269873237684e-02 
       1.283751209644e+05       4.546561541207e-08       3.586872678035e+00       3.602380451532e+04       1.418622825457e+04       1.105051947979e-01       1.821172954438e+09       2.068184515974e+00       7.473362822407e+08       5.216522641190e+06       2.817769675769e+07       3.487799415444e-08       5.169839901182e+08       1.297714491758e+09       1.297714491758e+09       4.214400907863e+08      -4.730435950658e+08       2.356317014921e-04       8.291184873967e-02 
       1.274826949133e+05       4.610160756903e-08       3.611818206660e+00       3.552789507647e+04       1.418620330904e+04       1.112785703198e-01       1.808509614628e+09       2.082549141224e+00       7.267710864638e+08       5.108486819286e+06       2.759412780995e+07       3.487799415444e-08       5.027576274714e+08       1.262231328564e+09       1.262231328564e+09       4.098429046451e+08      -4.568695855252e+08       2.357682035150e-04       8.312647805505e-02 
       1.265964724268e+05       4.674647710332e-08       3.636936099585e+00       3.503883377376e+04       1.418617819115e+04       1.120573572221e-01       1.795934302396e+09       2.097012756115e+00       7.067717975985e+08       5.002688421141e+06       2.702264458532e+07       3.487799415444e-08       4.889227416204e+08       1.227719872225e+09       1.227719872225e+09       3.985648464063e+08      -4.412488538228e+08       2.359051391127e-04       8.334262933625e-02 
       1.257164103819e+05       4.740034752938e-08       3.662227532306e+00       3.455652588625e+04       1.418615289972e+04       1.128415933531e-01       1.783446405834e+09       2.111576032038e+00       6.873228433147e+08       4.899081110126e+06       2.646299679070e+07       3.487799415444e-08       4.754685601117e+08       1.194153481327e+09       1.194153481327e+09       3.875971344755e+08      -4.261624661294e+08       2.360425114629e-04       8.356031164010e-02 
       1.248424659553e+05       4.806334407193e-08       3.687693688122e+00       3.408087800420e+04       1.418612743356e+04       1.136313168255e-01       1.771045317290e+09       2.126239644789e+00       6.684090797906e+08       4.797619509226e+06       2.591493931653e+07       3.487799415444e-08       4.623846069207e+08       1.161506245537e+09       1.161506245537e+09       3.769312289038e+08      -4.115921367592e+08       2.361803237662e-04       8.377953406702e-02 
       1.239745966215e+05       4.873559368941e-08       3.713335758188e+00       3.361179801093e+04       1.418610179149e+04       1.144265660185e-01       1.758730433333e+09       2.141004274599e+00       6.500157799221e+08       4.698259181172e+06       2.537823212934e+07       3.487799415444e-08       4.496606942947e+08       1.129752965527e+09       1.129752965527e+09       3.665588247389e+08      -3.975202059762e+08       2.363185792468e-04       8.400030576112e-02 
       1.231127601503e+05       4.941722509786e-08       3.739154941561e+00       3.314919506491e+04       1.418607597231e+04       1.152273795795e-01       1.746501154729e+09       2.155870606156e+00       6.321286218549e+08       4.600956608976e+06       2.485264016671e+07       3.487799415444e-08       4.372869148206e+08       1.098869133451e+09       1.098869133451e+09       3.564718455585e+08      -3.839296185621e+08       2.364572811522e-04       8.422263591026e-02 
       1.222569146055e+05       5.010836879503e-08       3.765152445252e+00       3.269297958211e+04       1.418604997480e+04       1.160337964260e-01       1.734356886409e+09       2.170839328637e+00       6.147336778342e+08       4.505669176872e+06       2.433793323428e+07       3.487799415444e-08       4.252536337108e+08       1.068830913956e+09       1.068830913956e+09       3.466624371817e+08      -3.708039031169e+08       2.365964327536e-04       8.444653374603e-02 
       1.214070183420e+05       5.080915708492e-08       3.791329484273e+00       3.224306321858e+04       1.418602379776e+04       1.168458557473e-01       1.722297037440e+09       2.185911135733e+00       5.978174033593e+08       4.412355151654e+06       2.383388590492e+07       3.487799415444e-08       4.135514813013e+08       1.039615125717e+09       1.039615125717e+09       3.371229615535e+08      -3.581271520693e+08       2.367360373462e-04       8.467200854391e-02 
       1.205630300045e+05       5.151972410252e-08       3.817687281689e+00       3.179935885326e+04       1.418599743997e+04       1.176635970068e-01       1.710321020996e+09       2.201086725676e+00       5.813666266381e+08       4.320973664398e+06       2.334027742006e+07       3.487799415444e-08       4.021713457559e+08       1.011199223478e+09       1.011199223478e+09       3.278459907980e+08      -3.458840023711e+08       2.368760982492e-04       8.489906962321e-02 
       1.197249085250e+05       5.224020583904e-08       3.844227068668e+00       3.136178057108e+04       1.418597090018e+04       1.184870599434e-01       1.698428254333e+09       2.216366801267e+00       5.653685383310e+08       4.231484692561e+06       2.285689159294e+07       3.487799415444e-08       3.911043659721e+08       9.835612805886e+08       9.835612805886e+08       3.188243014344e+08      -3.340596168531e+08       2.370166188058e-04       8.512772634720e-02 
       1.188926131210e+05       5.297074016736e-08       3.870950084531e+00       3.093024364622e+04       1.418594417716e+04       1.193162845739e-01       1.686618158756e+09       2.231752069905e+00       5.498106815772e+08       4.143849042456e+06       2.238351671399e+07       3.487799415444e-08       3.803419246811e+08       9.566799720148e+08       9.566799720148e+08       3.100508687528e+08      -3.226396662195e+08       2.371576023839e-04       8.535798812311e-02 
       1.180661032935e+05       5.371146686786e-08       3.897857576801e+00       3.050466452568e+04       1.418591726967e+04       1.201513111947e-01       1.674890159591e+09       2.247243243613e+00       5.346809422957e+08       4.058028332085e+06       2.191994545806e+07       3.487799415444e-08       3.698756417385e+08       9.305345578243e+08       9.305345578243e+08       3.015188613447e+08      -3.116103116589e+08       2.372990523757e-04       8.558986440216e-02 
       1.172453388251e+05       5.446252765464e-08       3.924950801262e+00       3.008496081300e+04       1.418589017645e+04       1.209921803837e-01       1.663243686163e+09       2.262841039066e+00       5.199675397525e+08       3.973984974328e+06       2.146597479364e+07       3.487799415444e-08       3.596973675990e+08       9.051048671195e+08       9.051048671195e+08       2.932216357838e+08      -3.009581880502e+08       2.374409721983e-04       8.582336467964e-02 
       1.164302797778e+05       5.522406620207e-08       3.952231021996e+00       2.967105125226e+04       1.418586289623e+04       1.218389330024e-01       1.651678171760e+09       2.278546177622e+00       5.056590173882e+08       3.891682160485e+06       2.102140589395e+07       3.487799415444e-08       3.497991769714e+08       8.803712824141e+08       8.803712824141e+08       2.851527314532e+08      -2.906703877452e+08       2.375833652936e-04       8.605849849491e-02 
       1.156208864914e+05       5.599622817167e-08       3.979699511450e+00       2.926285571230e+04       1.418583542774e+04       1.226916101978e-01       1.640193053612e+09       2.294359385347e+00       4.917442338977e+08       3.811083844151e+06       2.058604404986e+07       3.487799415444e-08       3.401733626472e+08       8.563147244390e+08       8.563147244390e+08       2.773058655150e+08      -2.807344449043e+08       2.377262351287e-04       8.629527543143e-02 
       1.148171195814e+05       5.677916123938e-08       4.007357550481e+00       2.886029517114e+04       1.418580776970e+04       1.235502534044e-01       1.628787772859e+09       2.310281393044e+00       4.782123545549e+08       3.732154725433e+06       2.015969858458e+07       3.487799415444e-08       3.308124295002e+08       8.329166373651e+08       8.329166373651e+08       2.696749280184e+08      -2.711383203711e+08       2.378695851958e-04       8.653370511681e-02 
       1.140189399368e+05       5.757301512323e-08       4.035206428405e+00       2.846329170058e+04       1.418577992082e+04       1.244149043464e-01       1.617461774529e+09       2.326312936283e+00       4.650528427768e+08       3.654860235487e+06       1.974218277021e+07       3.487799415444e-08       3.217090886498e+08       8.101589744324e+08       8.101589744324e+08       2.622539771422e+08      -2.618703870630e+08       2.380134190127e-04       8.677379722283e-02 
       1.132263087188e+05       5.837794161136e-08       4.063247443055e+00       2.807176845112e+04       1.418575187981e+04       1.252856050393e-01       1.606214507503e+09       2.342454755428e+00       4.522554519193e+08       3.579166521381e+06       1.933331374590e+07       3.487799415444e-08       3.128562517866e+08       7.880241839733e+08       7.880241839733e+08       2.550372345687e+08      -2.529194158630e+08       2.381577401230e-04       8.701556146546e-02 
       1.124391873584e+05       5.919409459036e-08       4.091481900832e+00       2.768564963696e+04       1.418572364535e+04       1.261623977922e-01       1.595045424498e+09       2.358707595668e+00       4.398102172989e+08       3.505040431265e+06       1.893291243783e+07       3.487799415444e-08       3.042470256526e+08       7.664951958206e+08       7.664951958206e+08       2.480190809838e+08      -2.442745619949e+08       2.383025520957e-04       8.725900760486e-02 
       1.116575375548e+05       6.002163007413e-08       4.119911116755e+00       2.730486052132e+04       1.418569521613e+04       1.270453252100e-01       1.583953982032e+09       2.375072207043e+00       4.277074484341e+08       3.432449499856e+06       1.854080348072e+07       3.487799415444e-08       2.958747066740e+08       7.455554080887e+08       7.455554080887e+08       2.411940517027e+08      -2.359253518641e+08       2.384478585263e-04       8.750414544544e-02 
       1.108813212734e+05       6.086070623298e-08       4.148536414521e+00       2.692932740187e+04       1.418566659083e+04       1.279344301952e-01       1.572939640402e+09       2.391549344476e+00       4.159377214998e+08       3.361361934218e+06       1.815681514106e+07       3.487799415444e-08       2.877327757418e+08       7.251886743169e+08       7.251886743169e+08       2.345568324139e+08      -2.278616703502e+08       2.385936630360e-04       8.775098483583e-02 
       1.101105007439e+05       6.171148342326e-08       4.177359126552e+00       2.655897759643e+04       1.418563776812e+04       1.288297559499e-01       1.562001863658e+09       2.408139767800e+00       4.044918719899e+08       3.291746599837e+06       1.778077924190e+07       3.487799415444e-08       2.798148931359e+08       7.053792909676e+08       7.053792909676e+08       2.281022550420e+08      -2.200737485339e+08       2.387399692730e-04       8.799953566891e-02 
       1.093450384588e+05       6.257412421726e-08       4.206380594054e+00       2.619373942885e+04       1.418560874665e+04       1.297313459783e-01       1.551140119573e+09       2.424844241789e+00       3.933609875816e+08       3.223573006984e+06       1.741253108917e+07       3.487799415444e-08       2.721148935886e+08       6.861119852664e+08       6.861119852664e+08       2.218252937234e+08      -2.125521518444e+08       2.388867809114e-04       8.824980788184e-02 
       1.085848971710e+05       6.344879343366e-08       4.235602167068e+00       2.583354221505e+04       1.418557952508e+04       1.306392440884e-01       1.540353879622e+09       2.441663536186e+00       3.825364011958e+08       3.156811297367e+06       1.705190939959e+07       3.487799415444e-08       2.646267814841e+08       6.673719033769e+08       6.673719033769e+08       2.157210608933e+08      -2.052877686127e+08       2.390341016527e-04       8.850181145601e-02 
       1.078300398926e+05       6.433565816823e-08       4.265025204524e+00       2.547831624932e+04       1.418555010204e+04       1.315534943943e-01       1.529642618952e+09       2.458598425734e+00       3.720096842487e+08       3.091432231049e+06       1.669875622999e+07       3.487799415444e-08       2.573447261906e+08       6.491445989003e+08       6.491445989003e+08       2.097848034798e+08      -1.982717990175e+08       2.391819352250e-04       8.875555641710e-02 
       1.070804298927e+05       6.523488782511e-08       4.294651074297e+00       2.512799279073e+04       1.418552047617e+04       1.324741413183e-01       1.519005816361e+09       2.475649690205e+00       3.617726400893e+08       3.027407173644e+06       1.635291690817e+07       3.487799415444e-08       2.502630575197e+08       6.314160216908e+08       6.314160216908e+08       2.040118992030e+08      -1.914957444081e+08       2.393302853837e-04       8.901105283502e-02 
       1.063360306957e+05       6.614665414839e-08       4.324481153264e+00       2.478250404980e+04       1.418549064610e+04       1.334012295932e-01       1.508442954267e+09       2.492818114432e+00       3.518172976171e+08       2.964708083776e+06       1.601423996516e+07       3.487799415444e-08       2.433762613122e+08       6.141725069782e+08       6.141725069782e+08       1.983978529764e+08      -1.849513969947e+08       2.394791559114e-04       8.926831082395e-02 
       1.055968060796e+05       6.707113125416e-08       4.354516827359e+00       2.444178317531e+04       1.418546061042e+04       1.343348042641e-01       1.497953518689e+09       2.510104488334e+00       3.421359050754e+08       2.903307500800e+06       1.568257706885e+07       3.487799415444e-08       2.366789751439e+08       5.974007647889e+08       5.974007647889e+08       1.929382934064e+08      -1.786308298906e+08       2.396285506186e-04       8.952734054233e-02 
       1.048627200742e+05       6.800849566299e-08       4.384759491622e+00       2.410576424133e+04       1.418543036776e+04       1.352749106910e-01       1.487536999216e+09       2.527509606954e+00       3.327209240159e+08       2.843178532771e+06       1.535778295906e+07       3.487799415444e-08       2.301659841509e+08       5.810878696586e+08       5.810878696586e+08       1.876289693889e+08      -1.725263874955e+08       2.397784733432e-04       8.978815219279e-02 
       1.041337369592e+05       6.895892633291e-08       4.415210550264e+00       2.377438223437e+04       1.418539991670e+04       1.362215945506e-01       1.477192888987e+09       2.545034270480e+00       3.235650234288e+08       2.784294844671e+06       1.503971538390e+07       3.487799415444e-08       2.238322169685e+08       5.652212506259e+08       5.652212506259e+08       1.824657467991e+08      -1.666306762086e+08       2.399289279512e-04       9.005075602221e-02 
       1.034098212629e+05       6.992260469270e-08       4.445871416718e+00       2.344757304077e+04       1.418536925583e+04       1.371749018390e-01       1.466920684664e+09       2.562679284285e+00       3.146610740348e+08       2.726630646873e+06       1.472823503749e+07       3.487799415444e-08       2.176727417832e+08       5.497886815023e+08       5.497886815023e+08       1.774446052727e+08      -1.609365554594e+08       2.400799183369e-04       9.031516232163e-02 
       1.026909377600e+05       7.089971467575e-08       4.476743513696e+00       2.312527343425e+04       1.418533838374e+04       1.381348788732e-01       1.456719886407e+09       2.580445458949e+00       3.060021427338e+08       2.670160683845e+06       1.442320549893e+07       3.487799415444e-08       2.116827624921e+08       5.347782714086e+08       5.347782714086e+08       1.725616350753e+08      -1.554371290452e+08       2.402314484228e-04       9.058138142630e-02 
       1.019770514700e+05       7.189044275434e-08       4.507828273250e+00       2.280742106357e+04       1.418530729898e+04       1.391015722943e-01       1.446589997852e+09       2.598333610298e+00       2.975814872069e+08       2.614860223092e+06       1.412449317257e+07       3.487799415444e-08       2.058576149686e+08       5.201784555711e+08       5.201784555711e+08       1.678130340585e+08      -1.501257367662e+08       2.403835221600e-04       9.084942371557e-02 
       1.012681276555e+05       7.289497797439e-08       4.539127136823e+00       2.249395444050e+04       1.418527600011e+04       1.400750290687e-01       1.436530526084e+09       2.616344559428e+00       2.893925506665e+08       2.560705044322e+06       1.383196722948e+07       3.487799415444e-08       2.001927634310e+08       5.059779863713e+08       5.059779863713e+08       1.631951046992e+08      -1.449959463461e+08       2.405361435284e-04       9.111929961294e-02 
       1.005641318210e+05       7.391351199061e-08       4.570641555305e+00       2.218481292778e+04       1.418524448569e+04       1.410552964913e-01       1.426540981616e+09       2.634479132740e+00       2.814289567507e+08       2.507671428838e+06       1.354549955018e+07       3.487799415444e-08       1.946837969108e+08       4.921659246405e+08       4.921659246405e+08       1.587042512205e+08      -1.400415456299e+08       2.406893165369e-04       9.139101958594e-02 
       9.986502971021e+04       7.494623910227e-08       4.602372989104e+00       2.187993672738e+04       1.418521275426e+04       1.420424221872e-01       1.416620878363e+09       2.652738161970e+00       2.736845045591e+08       2.455736149153e+06       1.326496466848e+07       3.487799415444e-08       1.893264258177e+08       4.787316311943e+08       4.787316311943e+08       1.543369767922e+08      -1.352565350484e+08       2.408430452235e-04       9.166459414617e-02 
       9.917078730540e+04       7.599335628928e-08       4.634322908187e+00       2.157926686890e+04       1.418518080434e+04       1.430364541143e-01       1.406769733617e+09       2.671122484220e+00       2.661531638238e+08       2.404876458814e+06       1.299023971661e+07       3.487799415444e-08       1.841164786001e+08       4.656647585994e+08       4.656647585994e+08       1.500898808080e+08      -1.306351203414e+08       2.409973336559e-04       9.194003384921e-02 
       9.848137082512e+04       7.705506324893e-08       4.666492792148e+00       2.128274519806e+04       1.418514863446e+04       1.440374405653e-01       1.396987068028e+09       2.689632941992e+00       2.588290702150e+08       2.355070082443e+06       1.272120437132e+07       3.487799415444e-08       1.790498984970e+08       4.529552431657e+08       4.529552431657e+08       1.459596562373e+08      -1.261717055294e+08       2.411521859310e-04       9.221734929458e-02 
       9.779674672279e+04       7.813156243296e-08       4.698884130265e+00       2.099031436544e+04       1.418511624312e+04       1.450454301706e-01       1.387272405578e+09       2.708270383215e+00       2.517065207737e+08       2.306295205978e+06       1.245774080124e+07       3.487799415444e-08       1.741227403790e+08       4.405932971599e+08       4.405932971599e+08       1.419430870509e+08      -1.218608861263e+08       2.413076061758e-04       9.249655112570e-02 
       9.711688168501e+04       7.922305908526e-08       4.731498421559e+00       2.070191781529e+04       1.418508362883e+04       1.460604718999e-01       1.377625273556e+09       2.727035661281e+00       2.447799694722e+08       2.258530467120e+06       1.219973361527e+07       3.487799415444e-08       1.693311676764e+08       4.285694012311e+08       4.285694012311e+08       1.380370457162e+08      -1.176974425843e+08       2.414635985473e-04       9.277765002983e-02 
       9.644174262996e+04       8.032976128002e-08       4.764337174851e+00       2.041749977461e+04       1.418505079007e+04       1.470826150652e-01       1.368045202540e+09       2.745929635076e+00       2.380440228954e+08       2.211754945982e+06       1.194706981201e+07       3.487799415444e-08       1.646714493926e+08       4.168742970460e+08       4.168742970460e+08       1.342384907627e+08      -1.136763339635e+08       2.416201672328e-04       9.306065673799e-02 
       9.577129670580e+04       8.145187996036e-08       4.797401908821e+00       2.013700524223e+04       1.418501772534e+04       1.481119093229e-01       1.358531726368e+09       2.764953169010e+00       2.314934360411e+08       2.165948155919e+06       1.169963873030e+07       3.487799415444e-08       1.601399571983e+08       4.054989801256e+08       4.054989801256e+08       1.305444644131e+08      -1.097926918180e+08       2.417773164501e-04       9.334558202492e-02 
       9.510551128902e+04       8.258962897760e-08       4.830694152077e+00       1.986037997820e+04       1.418498443310e+04       1.491484046764e-01       1.349084382121e+09       2.784107133052e+00       2.251231082365e+08       2.121090034561e+06       1.145733200077e+07       3.487799415444e-08       1.557331626065e+08       3.944346928783e+08       3.944346928783e+08       1.269520902810e+08      -1.060418142915e+08       2.419350504475e-04       9.363243670902e-02 
       9.444435398292e+04       8.374322513090e-08       4.864215443196e+00       1.958757049318e+04       1.418495091181e+04       1.501921514781e-01       1.339702710096e+09       2.803392402760e+00       2.189280791662e+08       2.077160935025e+06       1.122004349831e+07       3.487799415444e-08       1.514476342256e+08       3.836729178251e+08       3.836729178251e+08       1.234585711306e+08      -1.024191604150e+08       2.420933735046e-04       9.392123165225e-02 
       9.378779261599e+04       8.491288820758e-08       4.897967330809e+00       1.931852403809e+04       1.418491715992e+04       1.512432004322e-01       1.330386253787e+09       2.822809859317e+00       2.129035250104e+08       2.034141617311e+06       1.098766929567e+07       3.487799415444e-08       1.472800350869e+08       3.732053710103e+08       3.732053710103e+08       1.200611866991e+08      -9.892034459958e+07       2.422522899317e-04       9.421197776006e-02 
       9.313579524034e+04       8.609884102387e-08       4.931951373639e+00       1.905318859386e+04       1.418488317588e+04       1.523016025972e-01       1.321134559860e+09       2.842360389557e+00       2.070447546885e+08       1.992013239873e+06       1.076010761791e+07       3.487799415444e-08       1.432271200469e+08       3.630239955932e+08       3.630239955932e+08       1.167572915785e+08      -9.554113131820e+07       2.424118040709e-04       9.450468598131e-02 
       9.248833013019e+04       8.730130946629e-08       4.966169140574e+00       1.879151286130e+04       1.418484895811e+04       1.533674093881e-01       1.311947178133e+09       2.862044886007e+00       2.013472062068e+08       1.950757351372e+06       1.053725879780e+07       3.487799415444e-08       1.392857332604e+08       3.531209556164e+08       3.531209556164e+08       1.135443131557e+08      -9.227742996905e+07       2.425719202956e-04       9.479936730820e-02 
       9.184536578027e+04       8.852052253352e-08       5.000622210728e+00       1.853344625114e+04       1.418481450504e+04       1.544406725790e-01       1.302823661555e+09       2.881864246910e+00       1.958064431062e+08       1.910355882590e+06       1.031902523222e+07       3.487799415444e-08       1.354528057227e+08       3.434886299437e+08       3.434886299437e+08       1.104197496096e+08      -8.912528991512e+07       2.427326430112e-04       9.509603277615e-02 
       9.120687090433e+04       8.975671237892e-08       5.035312173499e+00       1.827893887420e+04       1.418477981508e+04       1.555214443055e-01       1.293763566180e+09       2.901819376268e+00       1.904181510077e+08       1.870791138519e+06       1.010531133938e+07       3.487799415444e-08       1.317253528810e+08       3.341196063666e+08       3.341196063666e+08       1.073811679629e+08      -8.608089569342e+07       2.428939766551e-04       9.539469346374e-02 
       9.057281443360e+04       9.101011435351e-08       5.070240628631e+00       1.802794153170e+04       1.418474488662e+04       1.566097770677e-01       1.284766451149e+09       2.921911183867e+00       1.851781342535e+08       1.832045790611e+06       9.896023516972e+06       3.487799415444e-08       1.281004723095e+08       3.250066758705e+08       3.250066758705e+08       1.044262021877e+08      -8.314056238835e+07       2.430559256971e-04       9.569536049256e-02 
       8.994316551527e+04       9.228096704961e-08       5.105409186279e+00       1.778040570572e+04       1.418470971806e+04       1.577057237321e-01       1.275831878667e+09       2.942140585313e+00       1.800823126396e+08       1.794102869188e+06       9.691070101164e+06       3.487799415444e-08       1.245753414501e+08       3.161428270600e+08       3.161428270600e+08       1.015525513632e+08      -8.030073116340e+07       2.432184946393e-04       9.599804502714e-02 
       8.931789351101e+04       9.356951234507e-08       5.140819467069e+00       1.753628354972e+04       1.418467430778e+04       1.588093375343e-01       1.266959413985e+09       2.962508502070e+00       1.751267182393e+08       1.756945756011e+06       9.490361326470e+06       3.487799415444e-08       1.211472154145e+08       3.075212407363e+08       3.075212407363e+08       9.875797788459e+07      -7.755796494581e+07       2.433816880167e-04       9.630275827486e-02 
       8.869696799547e+04       9.487599544803e-08       5.176473102163e+00       1.729552787929e+04       1.418463865415e+04       1.599206720820e-01       1.258148625373e+09       2.983015861486e+00       1.703074923132e+08       1.720558177002e+06       9.293809286424e+06       3.487799415444e-08       1.178134248469e+08       2.991352846235e+08       2.991352846235e+08       9.604030572001e+07      -7.490894425907e+07       2.435455103974e-04       9.660951148577e-02 
       8.808035875479e+04       9.620066494232e-08       5.212371733318e+00       1.705809216298e+04       1.418460275552e+04       1.610397813572e-01       1.249399084103e+09       3.003663596833e+00       1.656208823049e+08       1.684924195114e+06       9.101327895089e+06       3.487799415444e-08       1.145713738455e+08       2.909785082406e+08       2.909785082406e+08       9.339741871679e+07      -7.235046319803e+07       2.437099663826e-04       9.691831595253e-02 
       8.746803578513e+04       9.754377283350e-08       5.248517012953e+00       1.682393051321e+04       1.418456661024e+04       1.621667197187e-01       1.240710364427e+09       3.024452647337e+00       1.610632389192e+08       1.650028203354e+06       8.912832849345e+06       3.487799415444e-08       1.114185379414e+08       2.830446379132e+08       2.830446379132e+08       9.082725895351e+07      -6.987942554176e+07       2.438750606069e-04       9.722918301025e-02 
       8.685996929123e+04       9.890557459544e-08       5.284910604214e+00       1.659299767742e+04       1.418453021664e+04       1.633015419053e-01       1.232082043559e+09       3.045383958214e+00       1.566310132803e+08       1.615854917947e+06       8.728241591977e+06       3.487799415444e-08       1.083524621328e+08       2.753275719230e+08       2.753275719230e+08       8.832782513768e+07      -6.749284099962e+07       2.440407977388e-04       9.754212403637e-02 
       8.625612968495e+04       1.002863292176e-07       5.321554181033e+00       1.636524902925e+04       1.418449357307e+04       1.644443030376e-01       1.223513701647e+09       3.066458480704e+00       1.523207541689e+08       1.582389371640e+06       8.547473275511e+06       3.487799415444e-08       1.053707589734e+08       2.678213757895e+08       2.678213757895e+08       8.589717104746e+07      -6.518782158574e+07       2.442071824807e-04       9.785715045054e-02 
       8.565648758382e+04       1.016862992530e-07       5.358449428193e+00       1.614064055986e+04       1.418445667782e+04       1.655950586216e-01       1.215004921764e+09       3.087677172106e+00       1.481291053348e+08       1.549616907152e+06       8.370448726810e+06       3.487799415444e-08       1.024711067139e+08       2.605202776827e+08       2.605202776827e+08       8.353340401623e+07      -6.296157811766e+07       2.443742195692e-04       9.817427371444e-02 
       8.506101380961e+04       1.031057508666e-07       5.395598041401e+00       1.591912886938e+04       1.418441952921e+04       1.667538645506e-01       1.206555289875e+09       3.109040995809e+00       1.440528028834e+08       1.517523170749e+06       8.197090412395e+06       3.487799415444e-08       9.965124749344e+07       2.534186639600e+08       2.534186639600e+08       8.123468345895e+07      -6.081141683483e+07       2.445419137752e-04       9.849350533168e-02 
