# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.5
# for k=1.04434e-05 to 34.4277 h/Mpc,
# number of wavenumbers equal to 581
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       3.377166281429e-02      -8.571539632800e-01      -3.100593973264e+03      -3.124803845943e+03      -8.535156785533e-01      -3.119642332932e+03       2.133789196383e-01       2.133789196383e-01 
       3.392666150860e-02      -8.534870533643e-01      -3.115631230462e+03      -3.140074445902e+03      -8.498643342692e-01      -3.134869744458e+03       2.124660835673e-01       2.124660835673e-01 
       3.408230186049e-02      -8.498295441687e-01      -3.130708100232e+03      -3.155383478946e+03      -8.462223503502e-01      -3.150135756244e+03       2.115555875875e-01       2.115555875875e-01 
       3.423860195953e-02      -8.461783851259e-01      -3.145821005978e+03      -3.170723982029e+03      -8.425866895911e-01      -3.165433937083e+03       2.106466723978e-01       2.106466723978e-01 
       3.439558053405e-02      -8.425363082043e-01      -3.160958305516e+03      -3.186093919598e+03      -8.389600919955e-01      -3.180760752346e+03       2.097400229989e-01       2.097400229989e-01 
       3.455325698002e-02      -8.389427977962e-01      -3.176290883844e+03      -3.201655922531e+03      -8.353818075426e-01      -3.196280049809e+03       2.088454518857e-01       2.088454518857e-01 
       3.471165139164e-02      -8.353011995420e-01      -3.191469266109e+03      -3.217068117424e+03      -8.317556879364e-01      -3.211648920302e+03       2.079389219841e-01       2.079389219841e-01 
       3.487078459362e-02      -8.316612306230e-01      -3.206702999992e+03      -3.232531200825e+03      -8.281311525797e-01      -3.227069353674e+03       2.070327881449e-01       2.070327881449e-01 
       3.503067817538e-02      -8.280565221991e-01      -3.222040151048e+03      -3.248116894926e+03      -8.245417475309e-01      -3.242609346650e+03       2.061354368827e-01       2.061354368827e-01 
       3.519135452726e-02      -8.244660062258e-01      -3.237441567337e+03      -3.263775816544e+03      -8.209664796384e-01      -3.258221135387e+03       2.052416199096e-01       2.052416199096e-01 
       3.535283687883e-02      -8.208770779673e-01      -3.252899655359e+03      -3.279471212160e+03      -8.173927861888e-01      -3.273872535692e+03       2.043481965472e-01       2.043481965472e-01 
       3.551514933961e-02      -8.172960979119e-01      -3.268420967202e+03      -3.295227539556e+03      -8.138270065728e-01      -3.289585198720e+03       2.034567516432e-01       2.034567516432e-01 
       3.567831694219e-02      -8.137224340158e-01      -3.284008160302e+03      -3.311041798150e+03      -8.102685120972e-01      -3.305357008664e+03       2.025671280243e-01       2.025671280243e-01 
       3.584236568800e-02      -8.101768665625e-01      -3.299724224837e+03      -3.326993533282e+03      -8.067379918969e-01      -3.321264890760e+03       2.016844979742e-01       2.016844979742e-01 
       3.600732259604e-02      -8.066314594701e-01      -3.315495956833e+03      -3.342995933725e+03      -8.032076301052e-01      -3.337224196803e+03       2.008019075263e-01       2.008019075263e-01 
       3.617321575456e-02      -8.030671292926e-01      -3.331219761338e+03      -3.358969865458e+03      -7.996584528533e-01      -3.353152008402e+03       1.999146132133e-01       1.999146132133e-01 
       3.634007437612e-02      -7.995309435592e-01      -3.347148733434e+03      -3.375110581108e+03      -7.961372731002e-01      -3.369252523456e+03       1.990343182751e-01       1.990343182751e-01 
       3.650792885624e-02      -7.959448106402e-01      -3.362946989672e+03      -3.391148212986e+03      -7.925663460906e-01      -3.385245685779e+03       1.981415865226e-01       1.981415865226e-01 
       3.667681083580e-02      -7.924595730853e-01      -3.379122447951e+03      -3.407566688237e+03      -7.890959141257e-01      -3.401618954565e+03       1.972739785314e-01       1.972739785314e-01 
       3.684675326770e-02      -7.889279059816e-01      -3.395216610947e+03      -3.423910486957e+03      -7.855792322908e-01      -3.417916546360e+03       1.963948080727e-01       1.963948080727e-01 
       3.701779048792e-02      -7.854087318207e-01      -3.411412796048e+03      -3.440347498706e+03      -7.820750102470e-01      -3.434308685428e+03       1.955187525618e-01       1.955187525618e-01 
       3.718995829148e-02      -7.818861645098e-01      -3.427716743889e+03      -3.456883577672e+03      -7.785673806905e-01      -3.450801205640e+03       1.946418451726e-01       1.946418451726e-01 
       3.736329401363e-02      -7.783383597702e-01      -3.443984860032e+03      -3.473395703650e+03      -7.750346400716e-01      -3.467267928683e+03       1.937586600179e-01       1.937586600179e-01 
       3.753783661670e-02      -7.748323570106e-01      -3.460500847883e+03      -3.490138994032e+03      -7.715435179081e-01      -3.483968322634e+03       1.928858794770e-01       1.928858794770e-01 
       3.771362678319e-02      -7.713643962778e-01      -3.477251152241e+03      -3.507105437051e+03      -7.680902714802e-01      -3.500893513709e+03       1.920225678700e-01       1.920225678700e-01 
       3.789070701547e-02      -7.678695469805e-01      -3.494003985380e+03      -3.524088200064e+03      -7.646102526845e-01      -3.517832864168e+03       1.911525631711e-01       1.911525631711e-01 
       3.806912174282e-02      -7.643744267522e-01      -3.510857964859e+03      -3.541171709580e+03      -7.611299671670e-01      -3.534872979014e+03       1.902824917918e-01       1.902824917918e-01 
       3.824891743640e-02      -7.608480309836e-01      -3.527684986668e+03      -3.558231420524e+03      -7.576185623376e-01      -3.551888812532e+03       1.894046405844e-01       1.894046405844e-01 
       3.843014273275e-02      -7.573841039778e-01      -3.544906569150e+03      -3.575673859427e+03      -7.541693178071e-01      -3.569289052375e+03       1.885423294518e-01       1.885423294518e-01 
       3.861284856687e-02      -7.539082042788e-01      -3.562185521728e+03      -3.593202047698e+03      -7.507081678266e-01      -3.586770572491e+03       1.876770419567e-01       1.876770419567e-01 
       3.879708831544e-02      -7.504112751964e-01      -3.579483413184e+03      -3.610753758764e+03      -7.472260959394e-01      -3.604274889250e+03       1.868065239849e-01       1.868065239849e-01 
       3.898291795133e-02      -7.469393327370e-01      -3.597065997627e+03      -3.628562452362e+03      -7.437688890380e-01      -3.622040401666e+03       1.859422222595e-01       1.859422222595e-01 
       3.917039621047e-02      -7.434613087356e-01      -3.614766606887e+03      -3.646491296941e+03      -7.403056288218e-01      -3.639925679949e+03       1.850764072054e-01       1.850764072054e-01 
       3.935958477209e-02      -7.399456739781e-01      -3.632469256682e+03      -3.664435301497e+03      -7.368049215803e-01      -3.657824063002e+03       1.842012303951e-01       1.842012303951e-01 
       3.955054845392e-02      -7.364650204641e-01      -3.650498275217e+03      -3.682686673729e+03      -7.333390401455e-01      -3.676032644686e+03       1.833347600364e-01       1.833347600364e-01 
       3.974335542356e-02      -7.329875132351e-01      -3.668716609655e+03      -3.701124213970e+03      -7.298762923625e-01      -3.694427803576e+03       1.824690730906e-01       1.824690730906e-01 
       3.993807742780e-02      -7.295219965243e-01      -3.687167630271e+03      -3.719782742070e+03      -7.264254939180e-01      -3.713045679207e+03       1.816063734795e-01       1.816063734795e-01 
       4.013479004175e-02      -7.260434237892e-01      -3.705774464141e+03      -3.738608410899e+03      -7.229616835623e-01      -3.731828852961e+03       1.807404208906e-01       1.807404208906e-01 
       4.033357293975e-02      -7.225518196594e-01      -3.724508435732e+03      -3.757565158547e+03      -7.194849277349e-01      -3.750742432208e+03       1.798712319337e-01       1.798712319337e-01 
       4.053451019039e-02      -7.190913703713e-01      -3.743673532583e+03      -3.776939629583e+03      -7.160391226360e-01      -3.770075642727e+03       1.790097806590e-01       1.790097806590e-01 
       4.073769057829e-02      -7.156133784668e-01      -3.762955908129e+03      -3.796438925331e+03      -7.125758930584e-01      -3.789532444512e+03       1.781439732646e-01       1.781439732646e-01 
       4.094320795551e-02      -7.120833375449e-01      -3.782264241943e+03      -3.815973764423e+03      -7.090608399153e-01      -3.809023277273e+03       1.772652099788e-01       1.772652099788e-01 
       4.115116162595e-02      -7.086082885572e-01      -3.802044808569e+03      -3.835991530473e+03      -7.056005564613e-01      -3.828995153679e+03       1.764001391153e-01       1.764001391153e-01 
       4.136165676638e-02      -7.050963107505e-01      -3.822011623549e+03      -3.856158704395e+03      -7.021034711183e-01      -3.849122124196e+03       1.755258677796e-01       1.755258677796e-01 
       4.157480488843e-02      -7.015927400998e-01      -3.842266441803e+03      -3.876648136638e+03      -6.986147762006e-01      -3.869565861915e+03       1.746536940501e-01       1.746536940501e-01 
       4.179072434631e-02      -6.980851779584e-01      -3.862846348274e+03      -3.897432236515e+03      -6.951220995987e-01      -3.890308886878e+03       1.737805248997e-01       1.737805248997e-01 
       4.200954089569e-02      -6.945687486804e-01      -3.883726417321e+03      -3.918513253101e+03      -6.916205943704e-01      -3.911349204068e+03       1.729051485926e-01       1.729051485926e-01 
       4.223138831001e-02      -6.910581732294e-01      -3.904962257358e+03      -3.939956732361e+03      -6.881249278465e-01      -3.932750778810e+03       1.720312319616e-01       1.720312319616e-01 
       4.245640906142e-02      -6.875359155348e-01      -3.926579531659e+03      -3.961754067198e+03      -6.846176056796e-01      -3.954510358830e+03       1.711544014199e-01       1.711544014199e-01 
       4.268475507436e-02      -6.840016035889e-01      -3.948523596650e+03      -3.983890163086e+03      -6.810982932300e-01      -3.976606681032e+03       1.702745733075e-01       1.702745733075e-01 
       4.291658856129e-02      -6.804304206439e-01      -3.970695204098e+03      -4.006259843885e+03      -6.775422811656e-01      -3.998935541367e+03       1.693855702914e-01       1.693855702914e-01 
       4.315208295139e-02      -6.768443353360e-01      -3.993275104936e+03      -4.029038626070e+03      -6.739714051884e-01      -4.021673196021e+03       1.684928512971e-01       1.684928512971e-01 
       4.339142392460e-02      -6.732655358677e-01      -4.016349741203e+03      -4.052305994812e+03      -6.704077965893e-01      -4.044900181283e+03       1.676019491473e-01       1.676019491473e-01 
       4.363481056553e-02      -6.696802749145e-01      -4.039894355575e+03      -4.076060632588e+03      -6.668377564734e-01      -4.068611520293e+03       1.667094391184e-01       1.667094391184e-01 
       4.388245665405e-02      -6.660745585083e-01      -4.063906220017e+03      -4.100250594015e+03      -6.632473429944e-01      -4.092762975481e+03       1.658118357486e-01       1.658118357486e-01 
       4.413459211199e-02      -6.624511415124e-01      -4.088418977740e+03      -4.124931731235e+03      -6.596393025732e-01      -4.117406906562e+03       1.649098256433e-01       1.649098256433e-01 
       4.439146462884e-02      -6.588180601073e-01      -4.113449366453e+03      -4.150129362506e+03      -6.560216708406e-01      -4.142567280837e+03       1.640054177101e-01       1.640054177101e-01 
       4.465334149311e-02      -6.551803009534e-01      -4.139209367344e+03      -4.176047214486e+03      -6.523993166426e-01      -4.168449023740e+03       1.630998291607e-01       1.630998291607e-01 
       4.492051166088e-02      -6.514832843987e-01      -4.165316189375e+03      -4.202315077181e+03      -6.487180032972e-01      -4.194680124538e+03       1.621795008243e-01       1.621795008243e-01 
       4.519328809836e-02      -6.477560222932e-01      -4.192053455697e+03      -4.229201237674e+03      -6.450065473887e-01      -4.221531146293e+03       1.612516368472e-01       1.612516368472e-01 
       4.547201044250e-02      -6.440347133005e-01      -4.219563370865e+03      -4.256901298678e+03      -6.413010388715e-01      -4.249189267585e+03       1.603252597179e-01       1.603252597179e-01 
       4.575704803142e-02      -6.402782245583e-01      -4.247781502555e+03      -4.285266159264e+03      -6.375604975968e-01      -4.277518673655e+03       1.593901243992e-01       1.593901243992e-01 
       4.604880336690e-02      -6.364975950448e-01      -4.276814765571e+03      -4.314429269463e+03      -6.337959119533e-01      -4.306648612287e+03       1.584489779883e-01       1.584489779883e-01 
       4.634771608273e-02      -6.326769898326e-01      -4.306641538708e+03      -4.344376151164e+03      -6.299915151220e-01      -4.336563496434e+03       1.574978787805e-01       1.574978787805e-01 
       4.665426750824e-02      -6.288214830381e-01      -4.337333412788e+03      -4.375156879646e+03      -6.261523812162e-01      -4.367316738699e+03       1.565380953040e-01       1.565380953040e-01 
       4.696898593402e-02      -6.249562165149e-01      -4.369107731680e+03      -4.407092289392e+03      -6.223035074524e-01      -4.399212872555e+03       1.555758768631e-01       1.555758768631e-01 
       4.729245270980e-02      -6.210397384234e-01      -4.401902186353e+03      -4.439954630278e+03      -6.184036463170e-01      -4.432050080749e+03       1.546009115793e-01       1.546009115793e-01 
       4.762530933221e-02      -6.170598162920e-01      -4.435605376667e+03      -4.473788222989e+03      -6.144406224746e-01      -4.465848349912e+03       1.536101556187e-01       1.536101556187e-01 
       4.796826571511e-02      -6.130473613620e-01      -4.470630684374e+03      -4.508893340035e+03      -6.104451961088e-01      -4.500925480816e+03       1.526112990272e-01       1.526112990272e-01 
       4.832210987844e-02      -6.089790624419e-01      -4.506916315524e+03      -4.545249781313e+03      -6.063941623090e-01      -4.537254787763e+03       1.515985405773e-01       1.515985405773e-01 
       4.868771934632e-02      -6.048544859316e-01      -4.544599335615e+03      -4.582992198340e+03      -6.022870883899e-01      -4.574971239652e+03       1.505717720975e-01       1.505717720975e-01 
       4.906607461385e-02      -6.006461308283e-01      -4.583637435148e+03      -4.622083898771e+03      -5.980966060818e-01      -4.614037283276e+03       1.495241515204e-01       1.495241515204e-01 
       4.945827512877e-02      -5.964120187163e-01      -4.624649153451e+03      -4.663091812114e+03      -5.938804460112e-01      -4.655027655916e+03       1.484701115028e-01       1.484701115028e-01 
       4.986555834474e-02      -5.920927328049e-01      -4.667383711846e+03      -4.705825485463e+03      -5.895794887922e-01      -4.697742569503e+03       1.473948721981e-01       1.473948721981e-01 
       5.028932254297e-02      -5.876923956958e-01      -4.712084477231e+03      -4.750508673435e+03      -5.851978247649e-01      -4.742408742006e+03       1.462994561912e-01       1.462994561912e-01 
       5.073115429761e-02      -5.831870707907e-01      -4.758809432095e+03      -4.797196602878e+03      -5.807116439898e-01      -4.789081806108e+03       1.451779109975e-01       1.451779109975e-01 
       5.119286168841e-02      -5.786171592900e-01      -4.808261946366e+03      -4.846576692285e+03      -5.761610984433e-01      -4.838451367038e+03       1.440402746108e-01       1.440402746108e-01 
       5.167651465378e-02      -5.739236354940e-01      -4.860144292213e+03      -4.898446123961e+03      -5.714875092609e-01      -4.890299877366e+03       1.428718773152e-01       1.428718773152e-01 
       5.218449424519e-02      -5.691291428727e-01      -4.915222315136e+03      -4.953408584565e+03      -5.667133483777e-01      -4.945256076509e+03       1.416783370944e-01       1.416783370944e-01 
       5.271955300582e-02      -5.641981991330e-01      -4.973555963500e+03      -5.011593474353e+03      -5.618033345944e-01      -5.003438463181e+03       1.404508336486e-01       1.404508336486e-01 
       5.328488926750e-02      -5.590969259654e-01      -5.035402566155e+03      -5.073278413375e+03      -5.567237218136e-01      -5.065121366366e+03       1.391809304534e-01       1.391809304534e-01 
       5.388423884693e-02      -5.538597704102e-01      -5.101684066045e+03      -5.139325701052e+03      -5.515087889062e-01      -5.131176017026e+03       1.378771972266e-01       1.378771972266e-01 
       5.452198840588e-02      -5.484563511896e-01      -5.172874356177e+03      -5.210223110997e+03      -5.461282849749e-01      -5.202087805738e+03       1.365320712437e-01       1.365320712437e-01 
       5.520331554591e-02      -5.428119935820e-01      -5.249076115547e+03      -5.286115634042e+03      -5.405079045939e-01      -5.277995052561e+03       1.351269761485e-01       1.351269761485e-01 
       5.593436133683e-02      -5.369600210297e-01      -5.331779453511e+03      -5.368417105861e+03      -5.346807315740e-01      -5.360322877488e+03       1.336701828935e-01       1.336701828935e-01 
       5.672244098420e-02      -5.308088962237e-01      -5.421152725221e+03      -5.457370754980e+03      -5.285557175040e-01      -5.449302710624e+03       1.321389293760e-01       1.321389293760e-01 
       5.757629678758e-02      -5.243957364375e-01      -5.518956698541e+03      -5.554724838646e+03      -5.221697816587e-01      -5.546683989614e+03       1.305424454147e-01       1.305424454147e-01 
       5.850639257840e-02      -5.175688018604e-01      -5.625591355879e+03      -5.660814415847e+03      -5.153718232385e-01      -5.652811762443e+03       1.288429558096e-01       1.288429558096e-01 
       5.952523698015e-02      -5.103629193721e-01      -5.743299424440e+03      -5.777854677140e+03      -5.081965032083e-01      -5.769904539775e+03       1.270491258021e-01       1.270491258021e-01 
       6.064769802934e-02      -5.026452959453e-01      -5.873023323885e+03      -5.906880780079e+03      -5.005116295771e-01      -5.898982541165e+03       1.251279073943e-01       1.251279073943e-01 
       6.189122446356e-02      -4.943349075409e-01      -6.016544481132e+03      -6.049635498217e+03      -4.922365059648e-01      -6.041793804893e+03       1.230591264912e-01       1.230591264912e-01 
       6.327580785120e-02      -4.853156539970e-01      -6.175344435373e+03      -6.207696241360e+03      -4.832555497667e-01      -6.199900073852e+03       1.208138874417e-01       1.208138874417e-01 
       6.482340043442e-02      -4.754995972908e-01      -6.351360537220e+03      -6.383017367078e+03      -4.734811536556e-01      -6.375252185913e+03       1.183702884139e-01       1.183702884139e-01 
       6.655637724308e-02      -4.647103635742e-01      -6.544910599942e+03      -6.575920124148e+03      -4.627377092384e-01      -6.568170711280e+03       1.156844273096e-01       1.156844273096e-01 
       6.849462003702e-02      -4.528221580488e-01      -6.755359938073e+03      -6.786133846068e+03      -4.508999657159e-01      -6.778328264716e+03       1.127249914290e-01       1.127249914290e-01 
       7.065116192839e-02      -4.397217223083e-01      -6.980116678115e+03      -7.011118313366e+03      -4.378551370130e-01      -7.003177684602e+03       1.094637842533e-01       1.094637842533e-01 
       7.302731324637e-02      -4.253394735505e-01      -7.213722698590e+03      -7.245651826260e+03      -4.235339268375e-01      -7.237462664879e+03       1.058834817094e-01       1.058834817094e-01 
       7.560948228140e-02      -4.097361630549e-01      -7.448243212325e+03      -7.482277391063e+03      -4.079968776107e-01      -7.473654905948e+03       1.019992194027e-01       1.019992194027e-01 
       7.837015341704e-02      -3.931373421452e-01      -7.676116480449e+03      -7.713352595707e+03      -3.914685113112e-01      -7.704127971594e+03       9.786712782779e-02       9.786712782779e-02 
       8.127342540703e-02      -3.758536578894e-01      -7.889404035449e+03      -7.931208796121e+03      -3.742582230639e-01      -7.921174478242e+03       9.356455576598e-02       9.356455576598e-02 
       8.428245120759e-02      -3.583414265272e-01      -8.085358180906e+03      -8.132659748850e+03      -3.568203340898e-01      -8.121678066826e+03       8.920508352246e-02       8.920508352246e-02 
       8.736522550163e-02      -3.410545833955e-01      -8.263984524117e+03      -8.317723728819e+03      -3.396068897290e-01      -8.305655026454e+03       8.490172243224e-02       8.490172243224e-02 
       9.049708937032e-02      -3.244447874565e-01      -8.430609566900e+03      -8.490945168858e+03      -3.230676105400e-01      -8.477769893936e+03       8.076690263499e-02       8.076690263499e-02 
       9.366057376854e-02      -3.088751655100e-01      -8.592618678173e+03      -8.659298706298e+03      -3.075640916140e-01      -8.645058354864e+03       7.689102290350e-02       7.689102290350e-02 
       9.684398431351e-02      -2.946172985642e-01      -8.759136789124e+03      -8.831225485083e+03      -2.933667573174e-01      -8.816064588192e+03       7.334168932934e-02       7.334168932934e-02 
       1.000397761648e-01      -2.818541426520e-01      -8.939845010633e+03      -9.015881859461e+03      -2.806577714288e-01      -9.000022835657e+03       7.016444285720e-02       7.016444285720e-02 
       1.032431945506e-01      -2.706216396682e-01      -9.141278279979e+03      -9.219825850132e+03      -2.694729518081e-01      -9.203484613842e+03       6.736823795203e-02       6.736823795203e-02 
       1.064512865600e-01      -2.608341901209e-01      -9.367831702507e+03      -9.447065532596e+03      -2.597270454509e-01      -9.430516657265e+03       6.493176136272e-02       6.493176136272e-02 
       1.096622347422e-01      -2.523632949557e-01      -9.621361315443e+03      -9.699489730098e+03      -2.512921019533e-01      -9.683001834653e+03       6.282302548832e-02       6.282302548832e-02 
       1.128749265697e-01      -2.450027447787e-01      -9.900065999788e+03      -9.975599034586e+03      -2.439627770807e-01      -9.959394291332e+03       6.099069427016e-02       6.099069427016e-02 
       1.160886832038e-01      -2.384688358991e-01      -1.019747049774e+04      -1.026943332185e+04      -2.374565957329e-01      -1.025365610482e+04       5.936414893323e-02       5.936414893323e-02 
       1.193030911673e-01      -2.325136325255e-01      -1.050637154431e+04      -1.057416703679e+04      -2.315266560856e-01      -1.055890576195e+04       5.788166402140e-02       5.788166402140e-02 
       1.225178988169e-01      -2.268634201097e-01      -1.081615668193e+04      -1.087988714518e+04      -2.259004215566e-01      -1.086512540286e+04       5.647510538915e-02       5.647510538915e-02 
       1.257329530161e-01      -2.213327943419e-01      -1.111762836246e+04      -1.117818668666e+04      -2.203932687123e-01      -1.116378834114e+04       5.509831717807e-02       5.509831717807e-02 
       1.289481605232e-01      -2.157239991252e-01      -1.140045091303e+04      -1.145869982164e+04      -2.148082752047e-01      -1.144453803097e+04       5.370206880118e-02       5.370206880118e-02 
       1.321634644954e-01      -2.099444043331e-01      -1.165683953874e+04      -1.171445636700e+04      -2.090532128812e-01      -1.170028017675e+04       5.226330322031e-02       5.226330322031e-02 
       1.353788302075e-01      -2.039439738082e-01      -1.188127822582e+04      -1.194004070884e+04      -2.030782581470e-01      -1.192558588269e+04       5.076956453676e-02       5.076956453676e-02 
       1.385942363767e-01      -1.977411632761e-01      -1.207205645048e+04      -1.213360624801e+04      -1.969017790022e-01      -1.211863061315e+04       4.922544475055e-02       4.922544475055e-02 
       1.418096698951e-01      -1.913856768359e-01      -1.222971970742e+04      -1.229557028091e+04      -1.905732724466e-01      -1.227985149707e+04       4.764331811164e-02       4.764331811164e-02 
       1.450251226306e-01      -1.849984738246e-01      -1.235940005907e+04      -1.243092529826e+04      -1.842131917409e-01      -1.241426061056e+04       4.605329793522e-02       4.605329793522e-02 
       1.482405894850e-01      -1.786795546815e-01      -1.246764841770e+04      -1.254550539629e+04      -1.779211004561e-01      -1.252780139472e+04       4.448027511403e-02       4.448027511403e-02 
       1.514560672138e-01      -1.725581084446e-01      -1.256354636743e+04      -1.264790423616e+04      -1.718256408278e-01      -1.262913989573e+04       4.295641020694e-02       4.295641020694e-02 
       1.546715537092e-01      -1.667407799944e-01      -1.265621172940e+04      -1.274684969079e+04      -1.660330113941e-01      -1.272706101424e+04       4.150825284851e-02       4.150825284851e-02 
       1.578870475638e-01      -1.613262608489e-01      -1.275577032703e+04      -1.285174649293e+04      -1.606414784183e-01      -1.283107791650e+04       4.016036960457e-02       4.016036960457e-02 
       1.611025478054e-01      -1.563730205593e-01      -1.287023217951e+04      -1.297030050325e+04      -1.557092668171e-01      -1.294894054748e+04       3.892731670428e-02       3.892731670428e-02 
       1.643180537342e-01      -1.519162959394e-01      -1.300614240990e+04      -1.310895706879e+04      -1.512714622290e-01      -1.308710698339e+04       3.781786555724e-02       3.781786555724e-02 
       1.675335648243e-01      -1.479597940384e-01      -1.316802982584e+04      -1.327194952140e+04      -1.473317540136e-01      -1.324985482014e+04       3.683293850339e-02       3.683293850339e-02 
       1.707490806624e-01      -1.444490792451e-01      -1.335583754296e+04      -1.345887966713e+04      -1.438359332063e-01      -1.343683933236e+04       3.595898330157e-02       3.595898330157e-02 
       1.739646009106e-01      -1.413292261148e-01      -1.356688888166e+04      -1.366834190412e+04      -1.407293246196e-01      -1.364645707197e+04       3.518233115489e-02       3.518233115489e-02 
       1.771801252826e-01      -1.385197318611e-01      -1.379729479299e+04      -1.389567111024e+04      -1.379317513096e-01      -1.387416615672e+04       3.448293782740e-02       3.448293782740e-02 
       1.803956535290e-01      -1.359336323834e-01      -1.404009256358e+04      -1.413488961427e+04      -1.353566258575e-01      -1.411383775281e+04       3.383915646436e-02       3.383915646436e-02 
       1.836111854284e-01      -1.334910433353e-01      -1.428821039238e+04      -1.437926237699e+04      -1.329243985955e-01      -1.435868721669e+04       3.323109964889e-02       3.323109964889e-02 
       1.868267207805e-01      -1.311048429330e-01      -1.453262536910e+04      -1.462051898701e+04      -1.305483269689e-01      -1.460033029781e+04       3.263708174223e-02       3.263708174223e-02 
       1.900422594027e-01      -1.287095327197e-01      -1.476575178877e+04      -1.485104000073e+04      -1.281631806461e-01      -1.483115618971e+04       3.204079516151e-02       3.204079516151e-02 
       1.932578011267e-01      -1.262409623898e-01      -1.497925295690e+04      -1.506286835604e+04      -1.257050853774e-01      -1.504315207244e+04       3.142627134436e-02       3.142627134436e-02 
       1.964733457967e-01      -1.236672464956e-01      -1.516746420134e+04      -1.525100798652e+04      -1.231422945704e-01      -1.523121969178e+04       3.078557364260e-02       3.078557364260e-02 
       1.996888932680e-01      -1.210055341768e-01      -1.533024447953e+04      -1.541497862783e+04      -1.204918819545e-01      -1.539493196229e+04       3.012297048862e-02       3.012297048862e-02 
       2.029044434054e-01      -1.182485194820e-01      -1.546596498965e+04      -1.555304082669e+04      -1.177465705328e-01      -1.553256747710e+04       2.943664263319e-02       2.943664263319e-02 
       2.061199960828e-01      -1.154322870568e-01      -1.557735428478e+04      -1.566822072872e+04      -1.149422974904e-01      -1.564710457724e+04       2.873557437261e-02       2.873557437261e-02 
       2.093355511819e-01      -1.126082298538e-01      -1.567086574049e+04      -1.576609673341e+04      -1.121302285032e-01      -1.574425581548e+04       2.803255712579e-02       2.803255712579e-02 
       2.125511085918e-01      -1.098178215720e-01      -1.575234379761e+04      -1.585206432168e+04      -1.093516646472e-01      -1.582948438810e+04       2.733791616181e-02       2.733791616181e-02 
       2.157666682082e-01      -1.071079032700e-01      -1.582798799760e+04      -1.593283973046e+04      -1.066532543260e-01      -1.590942288480e+04       2.666331358151e-02       2.666331358151e-02 
       2.189822299333e-01      -1.045113481549e-01      -1.590484643286e+04      -1.601406604525e+04      -1.040677240220e-01      -1.598993127538e+04       2.601693100550e-02       2.601693100550e-02 
       2.221977936748e-01      -1.020594622306e-01      -1.598868151833e+04      -1.610165652128e+04      -1.016262437455e-01      -1.607689664795e+04       2.540656093636e-02       2.540656093636e-02 
       2.254133593457e-01      -9.978061793349e-02      -1.608509916316e+04      -1.620122631864e+04      -9.935707580172e-02      -1.617593023525e+04       2.483926895043e-02       2.483926895043e-02 
       2.286289268641e-01      -9.767368053844e-02      -1.619686052785e+04      -1.631489930594e+04      -9.725908300269e-02      -1.628925447432e+04       2.431477075067e-02       2.431477075067e-02 
       2.318444961525e-01      -9.573951989534e-02      -1.632618464853e+04      -1.644488508234e+04      -9.533313094315e-02      -1.641907946078e+04       2.383328273579e-02       2.383328273579e-02 
       2.350600671378e-01      -9.396896428922e-02      -1.647297670693e+04      -1.659140996812e+04      -9.357009189625e-02      -1.656558127182e+04       2.339252297406e-02       2.339252297406e-02 
       2.382756397509e-01      -9.234606682941e-02      -1.663645308330e+04      -1.675365762573e+04      -9.195408176094e-02      -1.672794903949e+04       2.298852044024e-02       2.298852044024e-02 
       2.414912139262e-01      -9.084325076267e-02      -1.681275173541e+04      -1.692827785694e+04      -9.045764469152e-02      -1.690275412694e+04       2.261441117288e-02       2.261441117288e-02 
       2.447067896019e-01      -8.942559023443e-02      -1.699717370964e+04      -1.711033233464e+04      -8.904599773955e-02      -1.708509776680e+04       2.226149943489e-02       2.226149943489e-02 
       2.479223667191e-01      -8.806321273990e-02      -1.718379407799e+04      -1.729487118415e+04      -8.768940258200e-02      -1.726988002702e+04       2.192235064550e-02       2.192235064550e-02 
       2.511379452221e-01      -8.672446618776e-02      -1.736714259087e+04      -1.747620284515e+04      -8.635633687710e-02      -1.745144641969e+04       2.158908421927e-02       2.158908421927e-02 
       2.543535250581e-01      -8.538650133391e-02      -1.754201646487e+04      -1.764963237811e+04      -8.502405233484e-02      -1.762502478596e+04       2.125601308371e-02       2.125601308371e-02 
       2.575691061767e-01      -8.403727930949e-02      -1.770575873434e+04      -1.781234853985e+04      -8.368055507018e-02      -1.778782921478e+04       2.092013876755e-02       2.092013876755e-02 
       2.607846885304e-01      -8.265934932621e-02      -1.785377402684e+04      -1.796034641038e+04      -8.230847407349e-02      -1.793576436305e+04       2.057711851837e-02       2.057711851837e-02 
       2.640002720735e-01      -8.125460526466e-02      -1.798580448301e+04      -1.809319836804e+04      -8.090969303917e-02      -1.806842930510e+04       2.022742325979e-02       2.022742325979e-02 
