# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.5
# for k=1.04434e-05 to 34.4277 h/Mpc,
# number of wavenumbers equal to 581
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       1.247662061774e-02      -1.594505004173e+00      -7.922630852681e+02      -7.934539168680e+02      -1.587736354588e+00      -7.929178319617e+02       3.969340886470e-01       3.969340886470e-01 
       1.260539302005e-02      -1.588655242021e+00      -8.056957249023e+02      -8.069284872732e+02      -1.581911426327e+00      -8.063798944529e+02       3.954778565817e-01       3.954778565817e-01 
       1.273420172024e-02      -1.582822398075e+00      -8.191879858560e+02      -8.204637055907e+02      -1.576103343926e+00      -8.199024177529e+02       3.940258359815e-01       3.940258359815e-01 
       1.286304662966e-02      -1.577005589081e+00      -8.327378998017e+02      -8.340576320712e+02      -1.570311229018e+00      -8.334834585073e+02       3.925778072544e-01       3.925778072544e-01 
       1.299192768719e-02      -1.571205059000e+00      -8.463444352025e+02      -8.477092458547e+02      -1.564535323991e+00      -8.471219946407e+02       3.911338309978e-01       3.911338309978e-01 
       1.312084485851e-02      -1.565421131244e+00      -8.600065596587e+02      -8.614175175829e+02      -1.558775950735e+00      -8.608169967750e+02       3.896939876837e-01       3.896939876837e-01 
       1.324979813543e-02      -1.559653247653e+00      -8.737225718184e+02      -8.751807776340e+02      -1.553032554105e+00      -8.745667910728e+02       3.882581385264e-01       3.882581385264e-01 
       1.337878753524e-02      -1.553901564048e+00      -8.874914305530e+02      -8.889979909298e+02      -1.547305288792e+00      -8.883703419686e+02       3.868263221979e-01       3.868263221979e-01 
       1.350781310015e-02      -1.548166476948e+00      -9.013121792383e+02      -9.028682018607e+02      -1.541594549523e+00      -9.022266941170e+02       3.853986373807e-01       3.853986373807e-01 
       1.363687489673e-02      -1.542447057086e+00      -9.151830665651e+02      -9.167897017348e+02      -1.535899410903e+00      -9.161341329268e+02       3.839748527257e-01       3.839748527257e-01 
       1.376597301546e-02      -1.536744389856e+00      -9.291035650874e+02      -9.307619533701e+02      -1.530220953662e+00      -9.300921229742e+02       3.825552384154e-01       3.825552384154e-01 
       1.389510757027e-02      -1.531056914549e+00      -9.430714968457e+02      -9.447828363379e+02      -1.524557623793e+00      -9.440985357845e+02       3.811394059481e-01       3.811394059481e-01 
       1.402427869810e-02      -1.525386154080e+00      -9.570866750235e+02      -9.588521218938e+02      -1.518910937665e+00      -9.581531492620e+02       3.797277344163e-01       3.797277344163e-01 
       1.415348655858e-02      -1.519731180639e+00      -9.711473854317e+02      -9.729681508939e+02      -1.513279971192e+00      -9.722542964011e+02       3.783199927980e-01       3.783199927980e-01 
       1.428273133367e-02      -1.514091304842e+00      -9.852520573507e+02      -9.871293664092e+02      -1.507664037795e+00      -9.864004188078e+02       3.769160094486e-01       3.769160094486e-01 
       1.441201322736e-02      -1.508467628417e+00      -9.994002543830e+02      -1.001335318302e+03      -1.502064234584e+00      -1.000591068689e+03       3.755160586459e-01       3.755160586459e-01 
       1.454133246540e-02      -1.502859276736e+00      -1.013590265203e+03      -1.015584320439e+03      -1.496479690619e+00      -1.014824556724e+03       3.741199226547e-01       3.741199226547e-01 
       1.467068929510e-02      -1.497266952832e+00      -1.027821173266e+03      -1.029875452498e+03      -1.490911106943e+00      -1.029099963586e+03       3.727277767357e-01       3.727277767357e-01 
       1.480008398506e-02      -1.491691073706e+00      -1.042092368612e+03      -1.044208097434e+03      -1.485358898118e+00      -1.043416673610e+03       3.713397245295e-01       3.713397245295e-01 
       1.492951682504e-02      -1.486130200515e+00      -1.056401722592e+03      -1.058580157734e+03      -1.479821631475e+00      -1.057772585349e+03       3.699554078688e-01       3.699554078688e-01 
       1.505898812581e-02      -1.480585711968e+00      -1.070748905272e+03      -1.072991308636e+03      -1.474300680393e+00      -1.072167373378e+03       3.685751700983e-01       3.685751700983e-01 
       1.518849821898e-02      -1.475057832407e+00      -1.085133186284e+03      -1.087440837835e+03      -1.468796267484e+00      -1.086600322884e+03       3.671990668711e-01       3.671990668711e-01 
       1.531804745694e-02      -1.469544644686e+00      -1.099552466269e+03      -1.101926881635e+03      -1.463306484031e+00      -1.101069534200e+03       3.658266210077e-01       3.658266210077e-01 
       1.544763621277e-02      -1.463996283404e+00      -1.113972473475e+03      -1.116414593058e+03      -1.457781711853e+00      -1.115540265550e+03       3.644454279633e-01       3.644454279633e-01 
       1.557726488019e-02      -1.458513750809e+00      -1.128458090124e+03      -1.130969206963e+03      -1.452322454222e+00      -1.130077667932e+03       3.630806135556e-01       3.630806135556e-01 
       1.570693387353e-02      -1.453048900834e+00      -1.142978353323e+03      -1.145560288013e+03      -1.446880803170e+00      -1.144651237072e+03       3.617202007926e-01       3.617202007926e-01 
       1.583664362769e-02      -1.447615849166e+00      -1.157536688831e+03      -1.160191196363e+03      -1.441470806870e+00      -1.159264341889e+03       3.603677017174e-01       3.603677017174e-01 
       1.596639459822e-02      -1.442178222605e+00      -1.172114271075e+03      -1.174841999588e+03      -1.436056265099e+00      -1.173897231579e+03       3.590140662747e-01       3.590140662747e-01 
       1.609618726127e-02      -1.436747329646e+00      -1.186713083040e+03      -1.189516385595e+03      -1.430648432469e+00      -1.188553326218e+03       3.576621081172e-01       3.576621081172e-01 
       1.622602211371e-02      -1.431329536381e+00      -1.201339487407e+03      -1.204218987370e+03      -1.425253643457e+00      -1.203237526819e+03       3.563134108643e-01       3.563134108643e-01 
       1.635589967316e-02      -1.425936967444e+00      -1.216001742933e+03      -1.218956687899e+03      -1.419883966325e+00      -1.217956928148e+03       3.549709915812e-01       3.549709915812e-01 
       1.648582047810e-02      -1.420580307816e+00      -1.230704309179e+03      -1.233736980391e+03      -1.414550043671e+00      -1.232718546427e+03       3.536375109177e-01       3.536375109177e-01 
       1.661578508796e-02      -1.415249802448e+00      -1.245441127382e+03      -1.248552328651e+03      -1.409242154761e+00      -1.247515079475e+03       3.523105386902e-01       3.523105386902e-01 
       1.674579408327e-02      -1.409908932353e+00      -1.260182120224e+03      -1.263374426550e+03      -1.403923954085e+00      -1.262317957109e+03       3.509809885212e-01       3.509809885212e-01 
       1.687584806580e-02      -1.404579836799e+00      -1.274942882871e+03      -1.278218075294e+03      -1.398617482993e+00      -1.277142097970e+03       3.496543707481e-01       3.496543707481e-01 
       1.700594765871e-02      -1.399263120157e+00      -1.289723370115e+03      -1.293082928300e+03      -1.393323341842e+00      -1.291987202686e+03       3.483308354605e-01       3.483308354605e-01 
       1.713609350673e-02      -1.393959791509e+00      -1.304522436555e+03      -1.307968413686e+03      -1.388042531381e+00      -1.306852610079e+03       3.470106328452e-01       3.470106328452e-01 
       1.726628627638e-02      -1.388696637799e+00      -1.319362445182e+03      -1.322895180042e+03      -1.382801728260e+00      -1.321759227306e+03       3.457004320650e-01       3.457004320650e-01 
       1.739652665615e-02      -1.383424334913e+00      -1.334202911133e+03      -1.337824598028e+03      -1.377551810181e+00      -1.336668152366e+03       3.443879525452e-01       3.443879525452e-01 
       1.752681535677e-02      -1.378170628432e+00      -1.349064752932e+03      -1.352777216122e+03      -1.372320408404e+00      -1.351599982441e+03       3.430801021011e-01       3.430801021011e-01 
       1.765715311143e-02      -1.372882754457e+00      -1.363908458974e+03      -1.367711869933e+03      -1.367054989204e+00      -1.366513829386e+03       3.417637473009e-01       3.417637473009e-01 
       1.778754067605e-02      -1.367692923755e+00      -1.378828750841e+03      -1.382724514271e+03      -1.361887175602e+00      -1.381505413085e+03       3.404717939004e-01       3.404717939004e-01 
       1.791797882955e-02      -1.362501982753e+00      -1.393754230797e+03      -1.397744615184e+03      -1.356718282756e+00      -1.396504095857e+03       3.391795706890e-01       3.391795706890e-01 
       1.804846837419e-02      -1.357263267357e+00      -1.408640805090e+03      -1.412729049668e+03      -1.351501812412e+00      -1.411466622171e+03       3.378754531030e-01       3.378754531030e-01 
       1.817901013583e-02      -1.352078863954e+00      -1.423576489848e+03      -1.427761949392e+03      -1.346339419465e+00      -1.426477693064e+03       3.365848548661e-01       3.365848548661e-01 
       1.830960496431e-02      -1.346899012141e+00      -1.438512187554e+03      -1.442799554895e+03      -1.341181562172e+00      -1.441492734914e+03       3.352953905429e-01       3.352953905429e-01 
       1.844025373374e-02      -1.341765292768e+00      -1.453497786922e+03      -1.457884221454e+03      -1.336069635002e+00      -1.456555260567e+03       3.340174087505e-01       3.340174087505e-01 
       1.857095734293e-02      -1.336633074473e+00      -1.468475899996e+03      -1.472964361700e+03      -1.330959202512e+00      -1.471612799733e+03       3.327398006279e-01       3.327398006279e-01 
       1.870171671573e-02      -1.331512653080e+00      -1.483461692076e+03      -1.488051291845e+03      -1.325860520480e+00      -1.486677264627e+03       3.314651301200e-01       3.314651301200e-01 
       1.883253280144e-02      -1.326401510016e+00      -1.498453447851e+03      -1.503148045157e+03      -1.320771076504e+00      -1.501750945726e+03       3.301927691261e-01       3.301927691261e-01 
       1.896340657521e-02      -1.321333895858e+00      -1.513482621124e+03      -1.518282406559e+03      -1.315724974015e+00      -1.516862188546e+03       3.289312435037e-01       3.289312435037e-01 
       1.909433903850e-02      -1.316258026536e+00      -1.528499192888e+03      -1.533405678345e+03      -1.310670652951e+00      -1.531962110580e+03       3.276676632376e-01       3.276676632376e-01 
       1.922533121952e-02      -1.311191256243e+00      -1.543518523396e+03      -1.548533739592e+03      -1.305625391808e+00      -1.547066502883e+03       3.264063479521e-01       3.264063479521e-01 
       1.935638417370e-02      -1.306155497373e+00      -1.558556471684e+03      -1.563683477802e+03      -1.300611012989e+00      -1.562192084912e+03       3.251527532474e-01       3.251527532474e-01 
       1.948749898414e-02      -1.301098777488e+00      -1.573575030023e+03      -1.578815140023e+03      -1.295575760387e+00      -1.577299393773e+03       3.238939400967e-01       3.238939400967e-01 
       1.961867676219e-02      -1.296080136458e+00      -1.588616848515e+03      -1.593970405150e+03      -1.290578423138e+00      -1.592430241603e+03       3.226446057846e-01       3.226446057846e-01 
       1.974991864791e-02      -1.291089786054e+00      -1.603667365000e+03      -1.609137977238e+03      -1.285609264588e+00      -1.607572827455e+03       3.214023161470e-01       3.214023161470e-01 
       1.988122581061e-02      -1.286116233070e+00      -1.618735342324e+03      -1.624319232951e+03      -1.280656822480e+00      -1.622729680667e+03       3.201642056200e-01       3.201642056200e-01 
       2.001259944948e-02      -1.281108251573e+00      -1.633748643930e+03      -1.639459883113e+03      -1.275670108433e+00      -1.637843749333e+03       3.189175271082e-01       3.189175271082e-01 
       2.014404079409e-02      -1.276150635377e+00      -1.648808279054e+03      -1.654638953885e+03      -1.270733538600e+00      -1.652997457176e+03       3.176833846501e-01       3.176833846501e-01 
       2.027555110504e-02      -1.271207602934e+00      -1.663870885432e+03      -1.669821353276e+03      -1.265811490563e+00      -1.668154436373e+03       3.164528726407e-01       3.164528726407e-01 
       2.040713167456e-02      -1.266293304092e+00      -1.678960580598e+03      -1.685023834704e+03      -1.260918040099e+00      -1.683332582782e+03       3.152295100247e-01       3.152295100247e-01 
       2.053878382717e-02      -1.261413332345e+00      -1.694058849155e+03      -1.700243056174e+03      -1.256058793467e+00      -1.698526186696e+03       3.140146983667e-01       3.140146983667e-01 
       2.067050892033e-02      -1.256521488126e+00      -1.709134539795e+03      -1.715442143215e+03      -1.251187715876e+00      -1.713699283549e+03       3.127969289691e-01       3.127969289691e-01 
       2.080230834512e-02      -1.251637544320e+00      -1.724202238733e+03      -1.730635602171e+03      -1.246324505495e+00      -1.728866385750e+03       3.115811263738e-01       3.115811263738e-01 
       2.093418352697e-02      -1.246757921527e+00      -1.739258598903e+03      -1.745818946396e+03      -1.241465596251e+00      -1.744023186572e+03       3.103663990628e-01       3.103663990628e-01 
       2.106613592638e-02      -1.241837919641e+00      -1.754251920865e+03      -1.760944453079e+03      -1.236566506621e+00      -1.759121363370e+03       3.091416266554e-01       3.091416266554e-01 
       2.119816703967e-02      -1.237018588218e+00      -1.769339350682e+03      -1.776156940535e+03      -1.231767613696e+00      -1.774307595357e+03       3.079419034239e-01       3.079419034239e-01 
       2.133027839978e-02      -1.232184137494e+00      -1.784364997636e+03      -1.791346322397e+03      -1.226953697101e+00      -1.789464692841e+03       3.067384242753e-01       3.067384242753e-01 
       2.146247157702e-02      -1.227392784626e+00      -1.799447055311e+03      -1.806561709668e+03      -1.222182685586e+00      -1.804652531779e+03       3.055456713966e-01       3.055456713966e-01 
       2.159474817996e-02      -1.222603973505e+00      -1.814512739403e+03      -1.821761015505e+03      -1.217414205636e+00      -1.819824250778e+03       3.043535514091e-01       3.043535514091e-01 
       2.172710985628e-02      -1.217831782311e+00      -1.829577994659e+03      -1.836962723033e+03      -1.212662273704e+00      -1.834997928451e+03       3.031655684261e-01       3.031655684261e-01 
       2.185955829360e-02      -1.213066468920e+00      -1.844628384388e+03      -1.852153268069e+03      -1.207917191654e+00      -1.850159870376e+03       3.019792979135e-01       3.019792979135e-01 
       2.199209522044e-02      -1.208313894260e+00      -1.859653773986e+03      -1.867324728087e+03      -1.203184853783e+00      -1.865301812131e+03       3.007962134458e-01       3.007962134458e-01 
       2.212472240715e-02      -1.203512406437e+00      -1.874631361769e+03      -1.882447814357e+03      -1.198403683406e+00      -1.880395490811e+03       2.996009208515e-01       2.996009208515e-01 
       2.225744166686e-02      -1.198784516329e+00      -1.889663525701e+03      -1.897620056892e+03      -1.193695861823e+00      -1.895539150320e+03       2.984239654558e-01       2.984239654558e-01 
       2.239025485649e-02      -1.194131857527e+00      -1.904766405131e+03      -1.912858136480e+03      -1.189062961898e+00      -1.910749379530e+03       2.972657404745e-01       2.972657404745e-01 
       2.252316387780e-02      -1.189438734196e+00      -1.919791622566e+03      -1.928028640927e+03      -1.184389764211e+00      -1.925890488488e+03       2.960974410528e-01       2.960974410528e-01 
       2.265617067839e-02      -1.184749233619e+00      -1.934798717017e+03      -1.943183042436e+03      -1.179720168724e+00      -1.941015186215e+03       2.949300421809e-01       2.949300421809e-01 
       2.278927725288e-02      -1.180018879319e+00      -1.949714619838e+03      -1.958252074470e+03      -1.175009934160e+00      -1.956053643121e+03       2.937524835401e-01       2.937524835401e-01 
       2.292248564396e-02      -1.175382925000e+00      -1.964751932135e+03      -1.973434022884e+03      -1.170393618950e+00      -1.971206292644e+03       2.925984047376e-01       2.925984047376e-01 
       2.305579794361e-02      -1.170768091477e+00      -1.979779774916e+03      -1.988613063462e+03      -1.165798372206e+00      -1.986355011073e+03       2.914495930514e-01       2.914495930514e-01 
       2.318921629429e-02      -1.166124929860e+00      -1.994715785135e+03      -2.003730195939e+03      -1.161174937284e+00      -2.001437176321e+03       2.902937343209e-01       2.902937343209e-01 
       2.332274289013e-02      -1.161528079522e+00      -2.009711301591e+03      -2.018879357894e+03      -1.156597606194e+00      -2.016555647161e+03       2.891494015485e-01       2.891494015485e-01 
       2.345637997829e-02      -1.156936719401e+00      -2.024688906424e+03      -2.034012926250e+03      -1.152025736729e+00      -2.031658169361e+03       2.880064341824e-01       2.880064341824e-01 
       2.359012986022e-02      -1.152353083400e+00      -2.039626038059e+03      -2.049113826692e+03      -1.147461618969e+00      -2.046726819366e+03       2.868654047421e-01       2.868654047421e-01 
       2.372399489303e-02      -1.147724557738e+00      -2.054507565839e+03      -2.064160707378e+03      -1.142852684379e+00      -2.061741226140e+03       2.857131710948e-01       2.857131710948e-01 
       2.385797749090e-02      -1.143168697362e+00      -2.069448826332e+03      -2.079262282985e+03      -1.138316160948e+00      -2.076811090291e+03       2.845790402371e-01       2.845790402371e-01 
       2.399208012654e-02      -1.138624987899e+00      -2.084378076181e+03      -2.094352116587e+03      -1.133791738969e+00      -2.091869175688e+03       2.834479347422e-01       2.834479347422e-01 
       2.412630533265e-02      -1.134160736745e+00      -2.099390536606e+03      -2.109519464856e+03      -1.129346449649e+00      -2.107005630878e+03       2.823366124123e-01       2.823366124123e-01 
       2.426065570350e-02      -1.129643565372e+00      -2.114297329718e+03      -2.124591448680e+03      -1.124848453483e+00      -2.122045155065e+03       2.812121133707e-01       2.812121133707e-01 
       2.439513389651e-02      -1.125089683420e+00      -2.129095253278e+03      -2.139561170381e+03      -1.120313957125e+00      -2.136981430638e+03       2.800784892813e-01       2.800784892813e-01 
       2.452974263387e-02      -1.120625243901e+00      -2.144048340229e+03      -2.154676810355e+03      -1.115868402496e+00      -2.152065003546e+03       2.789671006240e-01       2.789671006240e-01 
       2.466448470426e-02      -1.116170919609e+00      -2.158955641205e+03      -2.169752049926e+03      -1.111432992674e+00      -2.167107353010e+03       2.778582481684e-01       2.778582481684e-01 
       2.479936296461e-02      -1.111720955332e+00      -2.173835338588e+03      -2.184804848470e+03      -1.107001924032e+00      -2.182126465282e+03       2.767504810080e-01       2.767504810080e-01 
       2.493438034187e-02      -1.107213315810e+00      -2.188588041862e+03      -2.199737641506e+03      -1.102513435282e+00      -2.197024533874e+03       2.756283588204e-01       2.756283588204e-01 
       2.506953983493e-02      -1.102843441989e+00      -2.203522009006e+03      -2.214858702535e+03      -1.098162108735e+00      -2.212109693643e+03       2.745405271838e-01       2.745405271838e-01 
       2.520484451652e-02      -1.098375913787e+00      -2.218287888927e+03      -2.229793675896e+03      -1.093713544314e+00      -2.227011658595e+03       2.734283860786e-01       2.734283860786e-01 
       2.534029753519e-02      -1.093971681337e+00      -2.233093237699e+03      -2.244792544247e+03      -1.089328031222e+00      -2.241973676383e+03       2.723320078054e-01       2.723320078054e-01 
       2.547590211743e-02      -1.089583258368e+00      -2.247910921971e+03      -2.259788546861e+03      -1.084958239208e+00      -2.256935203251e+03       2.712395598020e-01       2.712395598020e-01 
       2.561166156972e-02      -1.085206164013e+00      -2.262716841020e+03      -2.274772674729e+03      -1.080599722222e+00      -2.271884877728e+03       2.701499305554e-01       2.701499305554e-01 
       2.574757928080e-02      -1.080845891542e+00      -2.277515904120e+03      -2.289751946793e+03      -1.076257959992e+00      -2.286829386251e+03       2.690644899981e-01       2.690644899981e-01 
       2.588365872393e-02      -1.076500801125e+00      -2.292308496026e+03      -2.304722723127e+03      -1.071931314808e+00      -2.301765718917e+03       2.679828287020e-01       2.679828287020e-01 
       2.601990345922e-02      -1.072185552089e+00      -2.307107690423e+03      -2.319699429969e+03      -1.067634407191e+00      -2.316708084409e+03       2.669086017978e-01       2.669086017978e-01 
       2.615631713609e-02      -1.067881722386e+00      -2.321923740250e+03      -2.334700362555e+03      -1.063348801534e+00      -2.331673514130e+03       2.658372003835e-01       2.658372003835e-01 
       2.629290349579e-02      -1.063591762011e+00      -2.336702052407e+03      -2.349665157193e+03      -1.059077063364e+00      -2.346602572104e+03       2.647692658410e-01       2.647692658410e-01 
       2.642966637401e-02      -1.059239437509e+00      -2.351336936600e+03      -2.364483980707e+03      -1.054743236777e+00      -2.361386120565e+03       2.636858091943e-01       2.636858091943e-01 
       2.656660970357e-02      -1.054955216449e+00      -2.366061060447e+03      -2.379409930355e+03      -1.050477192211e+00      -2.376273955001e+03       2.626192980527e-01       2.626192980527e-01 
       2.670373751720e-02      -1.050692695627e+00      -2.380780582474e+03      -2.394322157612e+03      -1.046232784294e+00      -2.391149497222e+03       2.615581960736e-01       2.615581960736e-01 
       2.684105395049e-02      -1.046446443244e+00      -2.395502493853e+03      -2.409251666896e+03      -1.042004551420e+00      -2.406039988477e+03       2.605011378551e-01       2.605011378551e-01 
       2.697856324482e-02      -1.042207904909e+00      -2.410210047076e+03      -2.424151915202e+03      -1.037784006635e+00      -2.420903558639e+03       2.594460016588e-01       2.594460016588e-01 
       2.711626975052e-02      -1.037990671364e+00      -2.424917173550e+03      -2.439049851960e+03      -1.033584689034e+00      -2.435765112579e+03       2.583961722586e-01       2.583961722586e-01 
       2.725417793003e-02      -1.033775420769e+00      -2.439605799276e+03      -2.453928168254e+03      -1.029387329722e+00      -2.450607229566e+03       2.573468324305e-01       2.573468324305e-01 
       2.739229236131e-02      -1.029591504417e+00      -2.454313508869e+03      -2.468828423896e+03      -1.025221183262e+00      -2.465470830359e+03       2.563052958155e-01       2.563052958155e-01 
       2.753061774122e-02      -1.025432089340e+00      -2.469054319499e+03      -2.483766126060e+03      -1.021079389619e+00      -2.480371182612e+03       2.552698474046e-01       2.552698474046e-01 
       2.766915888917e-02      -1.021260625410e+00      -2.483725132319e+03      -2.498632150520e+03      -1.016925632067e+00      -2.495200151152e+03       2.542314080168e-01       2.542314080168e-01 
       2.780792075077e-02      -1.017048188548e+00      -2.498264761046e+03      -2.513372879745e+03      -1.012731102461e+00      -2.509902960350e+03       2.531827756153e-01       2.531827756153e-01 
       2.794690840176e-02      -1.012931664226e+00      -2.512958131706e+03      -2.528289109073e+03      -1.008632060787e+00      -2.524777794745e+03       2.521580151969e-01       2.521580151969e-01 
       2.808612705196e-02      -1.008813979918e+00      -2.527634651691e+03      -2.543168748772e+03      -1.004531841629e+00      -2.539619137747e+03       2.511329604071e-01       2.511329604071e-01 
       2.822558204945e-02      -1.004699242143e+00      -2.542274350762e+03      -2.558011462699e+03      -1.000434579971e+00      -2.554423587684e+03       2.501086449928e-01       2.501086449928e-01 
       2.836527888486e-02      -1.000593683937e+00      -2.556903090207e+03      -2.572847004184e+03      -9.963464571234e-01      -2.569220277017e+03       2.490866142809e-01       2.490866142809e-01 
       2.850522319589e-02      -9.964999293338e-01      -2.571514563106e+03      -2.587671523699e+03      -9.922701101765e-01      -2.584004974225e+03       2.480675275441e-01       2.480675275441e-01 
       2.864542077193e-02      -9.923773088927e-01      -2.586051577778e+03      -2.602421806737e+03      -9.881649701410e-01      -2.598715433144e+03       2.470412425353e-01       2.470412425353e-01 
       2.878587755891e-02      -9.883109789976e-01      -2.600673829028e+03      -2.617247063742e+03      -9.841159017071e-01      -2.613502435321e+03       2.460289754268e-01       2.460289754268e-01 
       2.892659966432e-02      -9.842865570362e-01      -2.615364177431e+03      -2.632131655875e+03      -9.801085492563e-01      -2.628350114518e+03       2.450271373141e-01       2.450271373141e-01 
       2.906759336245e-02      -9.802480788746e-01      -2.629982086195e+03      -2.646957448205e+03      -9.760872266578e-01      -2.643136890162e+03       2.440218066645e-01       2.440218066645e-01 
       2.920886509984e-02      -9.762227692711e-01      -2.644592957847e+03      -2.661778190021e+03      -9.720790135226e-01      -2.657918307349e+03       2.430197533807e-01       2.430197533807e-01 
       2.935042150088e-02      -9.722027819781e-01      -2.659197666985e+03      -2.676593511324e+03      -9.680760814307e-01      -2.672694190560e+03       2.420190203577e-01       2.420190203577e-01 
       2.949226937379e-02      -9.681679847525e-01      -2.673719523304e+03      -2.691329660757e+03      -9.640584264191e-01      -2.687390362159e+03       2.410146066048e-01       2.410146066048e-01 
       2.963441571664e-02      -9.641980395494e-01      -2.688383592448e+03      -2.706200670904e+03      -9.601053122997e-01      -2.702222482835e+03       2.400263280749e-01       2.400263280749e-01 
       2.977686772386e-02      -9.601948406307e-01      -2.702885074164e+03      -2.720959112336e+03      -9.561191323624e-01      -2.716934274569e+03       2.390297830906e-01       2.390297830906e-01 
       2.991963279276e-02      -9.562521138997e-01      -2.717541075505e+03      -2.735827698464e+03      -9.521931535880e-01      -2.731763091077e+03       2.380482883970e-01       2.380482883970e-01 
       3.006271853056e-02      -9.523016159361e-01      -2.732166240974e+03      -2.750668082278e+03      -9.482594169649e-01      -2.746563306542e+03       2.370648542412e-01       2.370648542412e-01 
       3.020613276159e-02      -9.483709358534e-01      -2.746803823488e+03      -2.765522464244e+03      -9.443454052015e-01      -2.761377267092e+03       2.360863513004e-01       2.360863513004e-01 
       3.034988353477e-02      -9.444421011340e-01      -2.761389945329e+03      -2.780334312464e+03      -9.404332874396e-01      -2.776147318848e+03       2.351083218599e-01       2.351083218599e-01 
       3.049397913157e-02      -9.404826947126e-01      -2.775910861014e+03      -2.795081996023e+03      -9.364906696009e-01      -2.790853071674e+03       2.341226674002e-01       2.341226674002e-01 
       3.063842807411e-02      -9.365779466211e-01      -2.790533585058e+03      -2.809921970601e+03      -9.326024966548e-01      -2.805652560789e+03       2.331506241637e-01       2.331506241637e-01 
       3.078323913382e-02      -9.327127908811e-01      -2.805232608105e+03      -2.824828742635e+03      -9.287537534219e-01      -2.820520301429e+03       2.321884383555e-01       2.321884383555e-01 
       3.092842134029e-02      -9.288349649201e-01      -2.819884127450e+03      -2.839699871113e+03      -9.248923840664e-01      -2.835350562400e+03       2.312230960166e-01       2.312230960166e-01 
       3.107398399069e-02      -9.249668537312e-01      -2.834529217308e+03      -2.854566382386e+03      -9.210406927898e-01      -2.850175925243e+03       2.302601731975e-01       2.302601731975e-01 
       3.121993665951e-02      -9.210722062193e-01      -2.849075783477e+03      -2.869341015484e+03      -9.171625850508e-01      -2.864908412891e+03       2.292906462627e-01       2.292906462627e-01 
       3.136628920873e-02      -9.172524217112e-01      -2.863811847096e+03      -2.884293011255e+03      -9.133589990171e-01      -2.879820079556e+03       2.283397497543e-01       2.283397497543e-01 
       3.151305179859e-02      -9.134262962002e-01      -2.878509440594e+03      -2.899213784497e+03      -9.095491121957e-01      -2.894699405847e+03       2.273872780489e-01       2.273872780489e-01 
       3.166023489868e-02      -9.095545207335e-01      -2.893063395983e+03      -2.914001869144e+03      -9.056937787016e-01      -2.909444392523e+03       2.264234446754e-01       2.264234446754e-01 
       3.180784929968e-02      -9.057798327451e-01      -2.907834817028e+03      -2.929022734927e+03      -9.019351280716e-01      -2.924419666071e+03       2.254837820179e-01       2.254837820179e-01 
       3.195590612562e-02      -9.019865241960e-01      -2.922557018643e+03      -2.943970983078e+03      -8.981579324561e-01      -2.939326007507e+03       2.245394831140e-01       2.245394831140e-01 
       3.210441684670e-02      -8.981579011012e-01      -2.937195784463e+03      -2.958830317173e+03      -8.943455436580e-01      -2.954144329579e+03       2.235863859145e-01       2.235863859145e-01 
       3.225339329275e-02      -8.943768264677e-01      -2.951916781173e+03      -2.973798803519e+03      -8.905805265090e-01      -2.969067552119e+03       2.226451316272e-01       2.226451316272e-01 
       3.240284766735e-02      -8.906088318545e-01      -2.966681123319e+03      -2.988789858153e+03      -8.868285265526e-01      -2.984016577144e+03       2.217071316382e-01       2.217071316382e-01 
       3.255279256263e-02      -8.868492253354e-01      -2.981460653733e+03      -3.003796195597e+03      -8.830848784362e-01      -2.998980863463e+03       2.207712196091e-01       2.207712196091e-01 
       3.270324097482e-02      -8.831373303724e-01      -2.996371124076e+03      -3.018925512673e+03      -8.793887411552e-01      -3.014069317990e+03       2.198471852888e-01       2.198471852888e-01 
       3.285420632055e-02      -8.793644989125e-01      -3.011076975681e+03      -3.033864832539e+03      -8.756319471429e-01      -3.028965576260e+03       2.189079867857e-01       2.189079867857e-01 
       3.300570245401e-02      -8.756714784303e-01      -3.026040730755e+03      -3.049053689100e+03      -8.719545725315e-01      -3.044112567323e+03       2.179886431329e-01       2.179886431329e-01 
       3.315774368499e-02      -8.719584396251e-01      -3.040940753784e+03      -3.064183898427e+03      -8.682572841102e-01      -3.059200143128e+03       2.170643210275e-01       2.170643210275e-01 
       3.331034479778e-02      -8.682515239118e-01      -3.055832657416e+03      -3.079312169798e+03      -8.645661249338e-01      -3.074284816661e+03       2.161415312334e-01       2.161415312334e-01 
       3.346352107116e-02      -8.645106058492e-01      -3.070631524026e+03      -3.094350161530e+03      -8.608410845209e-01      -3.089278819912e+03       2.152102711302e-01       2.152102711302e-01 
       3.361728829939e-02      -8.608221544498e-01      -3.085589851685e+03      -3.109544959480e+03      -8.571682910568e-01      -3.104429974600e+03       2.142920727642e-01       2.142920727642e-01 
